ID,Description,NES,pvalue,p.adjust,GeneRatio,BgRatio,geneID,geneName,Count,BG,Study,Freq,total_study,celltype,regulators,-log10(Padj),Study_1,Study_2,Cell_line
KEGG_hsa04722,Neurotrophin signaling pathway,8.278815639,0.000546329,0.020706557,May-97,119/17332,3551/5970/1399/5781/5894,IKBKB/RELA/CRKL/PTPN11/RAF1,5,119,2018_Science_Pan_B16_OT_I,3,18,Tcells,neg,1.6838921,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
BIOCARTA_DEATH_PATHWAY,DEATH PATHWAY,6.366612868,0.000558681,0.020706557,Mar-97,29/17332,5970/8772/8837,RELA/FADD/CFLAR,3,29,2018_Science_Pan_B16_OT_I,11,18,Tcells,neg,1.6838921,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
REACTOME_380972,"Energy dependent regulation of 
mTOR by LKB1-AMPK",5.187371821,0.000558681,0.020706557,Mar-97,29/17332,10670/92335/7249,RRAGA/STRADA/TSC2,3,29,2018_Science_Pan_B16_OT_I,1,18,Tcells,neg,1.6838921,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,INSULIN RECEPTOR SIGNALING PATHWAY,7.59591841,0.000567585,0.020706557,May-97,120/17332,5771/5781/10135/5588/7249,PTPN2/PTPN11/NAMPT/PRKCQ/TSC2,5,120,2018_Science_Pan_B16_OT_I,2,18,Tcells,neg,1.6838921,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
REACTOME_1632852,Macroautophagy,6.231688576,0.000570684,0.020706557,Apr-97,68/17332,9474/10670/8678/7249,ATG5/RRAGA/BECN1/TSC2,4,68,2018_Science_Pan_B16_OT_I,8,18,Tcells,neg,1.6838921,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
KEGG_hsa04621,NOD-like receptor signaling pathway,9.278827497,0.000586138,0.020764841,Jun-97,184/17332,3551/5970/8772/9474/10135/55072,IKBKB/RELA/FADD/ATG5/NAMPT/RNF31,6,184,2018_Science_Pan_B16_OT_I,11,18,Tcells,neg,1.682671397,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_REGULATION_OF_INSULIN_RECEPTOR_SIGNALING_PATHWAY,"REGULATION OF INSULIN RECEPTOR 
SIGNALING PATHWAY",6.656706967,0.000603224,0.020764841,Apr-97,69/17332,5771/5781/5588/7249,PTPN2/PTPN11/PRKCQ/TSC2,4,69,2018_Science_Pan_B16_OT_I,1,18,Tcells,neg,1.682671397,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
KEGG_hsa05211,Renal cell carcinoma,6.518863165,0.000603224,0.020764841,Apr-97,69/17332,1399/5781/5894/6513,CRKL/PTPN11/RAF1/SLC2A1,4,69,2018_Science_Pan_B16_OT_I,2,18,Tcells,neg,1.682671397,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
PID_VEGFR1_2_PATHWAY,VEGFR1 2 PATHWAY,6.846242196,0.000603224,0.020764841,Apr-97,69/17332,5771/3685/5781/5894,PTPN2/ITGAV/PTPN11/RAF1,4,69,2018_Science_Pan_B16_OT_I,6,18,Tcells,neg,1.682671397,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_REGULATION_OF_AUTOPHAGY,REGULATION OF AUTOPHAGY,9.619583724,0.000628966,0.021188761,Aug-97,339/17332,10641/9474/55072/10670/8131/8678/1020/7249,NPRL2/ATG5/RNF31/RRAGA/NPRL3/BECN1/CDK5/TSC2,8,339,2018_Science_Pan_B16_OT_I,9,18,Tcells,neg,1.673894436,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
KEGG_hsa04622,RIG-I-like receptor signaling pathway,7.673305011,0.000637061,0.021188761,Apr-97,70/17332,3551/5970/8772/9474,IKBKB/RELA/FADD/ATG5,4,70,2018_Science_Pan_B16_OT_I,11,18,Tcells,neg,1.673894436,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
REACTOME_5603029,"IkBA variant leads to 
EDA-ID",5.320165148,0.000639214,0.021188761,Feb-97,7/17332,3551/5970,IKBKB/RELA,2,7,2018_Science_Pan_B16_OT_I,5,18,Tcells,neg,1.673894436,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_REGULATION_OF_T_CELL_ACTIVATION,"REGULATION OF T CELL 
ACTIVATION",10.75565221,0.000666231,0.021745995,Aug-97,342/17332,29126/8772/5771/6659/5781/5588/3659/11277,CD274/FADD/PTPN2/SOX4/PTPN11/PRKCQ/IRF1/TREX1,8,342,2018_Science_Pan_B16_OT_I,3,18,Tcells,neg,1.662620717,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION,"REGULATION OF PEPTIDYL LYSINE 
ACETYLATION",6.89219013,0.000672223,0.021745995,Apr-97,71/17332,6659/10014/29117/9474,SOX4/HDAC5/BRD7/ATG5,4,71,2018_Science_Pan_B16_OT_I,2,18,Tcells,neg,1.662620717,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
PID_AVB3_OPN_PATHWAY,AVB3 OPN PATHWAY,5.857541596,0.00068172,0.021790699,Mar-97,31/17332,5970/3685/3611,RELA/ITGAV/ILK,3,31,2018_Science_Pan_B16_OT_I,4,18,Tcells,neg,1.661728846,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,"POSITIVE REGULATION OF DNA 
BINDING TRANSCRIPTION FACTOR ACTIVITY",9.807583907,0.000703191,0.02212744,Jul-97,264/17332,3551/5970/10014/8837/28996/5588/55072,IKBKB/RELA/HDAC5/CFLAR/HIPK2/PRKCQ/RNF31,7,264,2018_Science_Pan_B16_OT_I,12,18,Tcells,neg,1.655068824,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
KEGG_hsa04137,Mitophagy,6.851985688,0.000708737,0.02212744,Apr-97,72/17332,5970/51024/9474/8678,RELA/FIS1/ATG5/BECN1,4,72,2018_Science_Pan_B16_OT_I,7,18,Tcells,neg,1.655068824,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_T_CELL_RECEPTOR_SIGNALING_PATHWAY,"T CELL RECEPTOR SIGNALING 
PATHWAY",8.441660363,0.00073425,0.022660482,May-97,127/17332,3551/5970/5771/1399/55072,IKBKB/RELA/PTPN2/CRKL/RNF31,5,127,2018_Science_Pan_B16_OT_I,11,18,Tcells,neg,1.644730855,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE,"NEGATIVE REGULATION OF INNATE 
IMMUNE RESPONSE",7.035777424,0.000746634,0.022780836,Apr-97,73/17332,11274/5771/5272/11277,USP18/PTPN2/SERPINB9/TREX1,4,73,2018_Science_Pan_B16_OT_I,8,18,Tcells,neg,1.642430334,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE,"NEGATIVE REGULATION OF DEFENSE 
RESPONSE",9.867274259,0.000768181,0.023070774,Jul-97,268/17332,90268/11274/5771/5272/9474/11277/2853,OTULIN/USP18/PTPN2/SERPINB9/ATG5/TREX1/GPR31,7,268,2018_Science_Pan_B16_OT_I,7,18,Tcells,neg,1.63693784,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
KEGG_hsa05167,Kaposi sarcoma-associated herpesvirus infection,9.361848585,0.000773322,0.023070774,Jun-97,194/17332,3551/5970/8772/1385/5894/8678,IKBKB/RELA/FADD/CREB1/RAF1/BECN1,6,194,2018_Science_Pan_B16_OT_I,6,18,Tcells,neg,1.63693784,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY,"POSITIVE REGULATION OF PEPTIDASE 
ACTIVITY",9.234875156,0.000794316,0.023436693,Jun-97,195/17332,5720/8772/5721/51024/8837/23787,PSME1/FADD/PSME2/FIS1/CFLAR/MTCH1,6,195,2018_Science_Pan_B16_OT_I,2,18,Tcells,neg,1.63010367,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_UROGENITAL_SYSTEM_DEVELOPMENT,UROGENITAL SYSTEM DEVELOPMENT,10.48142878,0.000818442,0.023613468,Aug-97,353/17332,8772/25976/6659/1399/8837/23210/11277/3611,FADD/TIPARP/SOX4/CRKL/CFLAR/JMJD6/TREX1/ILK,8,353,2018_Science_Pan_B16_OT_I,1,18,Tcells,neg,1.626840218,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
BIOCARTA_MET_PATHWAY,MET PATHWAY,5.632003691,0.000820792,0.023613468,Mar-97,33/17332,1399/5781/5894,CRKL/PTPN11/RAF1,3,33,2018_Science_Pan_B16_OT_I,3,18,Tcells,neg,1.626840218,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_LYMPHOCYTE_APOPTOTIC_PROCESS,LYMPHOCYTE APOPTOTIC PROCESS,7.466539307,0.000826691,0.023613468,Apr-97,75/17332,29126/8772/1399/5588,CD274/FADD/CRKL/PRKCQ,4,75,2018_Science_Pan_B16_OT_I,2,18,Tcells,neg,1.626840218,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
REACTOME_75158,TRAIL  signaling,4.873028761,0.000849177,0.024000427,Feb-97,8/17332,8772/8837,FADD/CFLAR,2,8,2018_Science_Pan_B16_OT_I,3,18,Tcells,neg,1.619781029,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS,"REGULATION OF T CELL 
APOPTOTIC PROCESS",6.405276509,0.000896587,0.024817887,Mar-97,34/17332,29126/8772/5588,CD274/FADD/PRKCQ,3,34,2018_Science_Pan_B16_OT_I,2,18,Tcells,neg,1.605235191,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
PID_MAPK_TRK_PATHWAY,MAPK TRK PATHWAY,5.59978399,0.000896587,0.024817887,Mar-97,34/17332,1385/5894/1020,CREB1/RAF1/CDK5,3,34,2018_Science_Pan_B16_OT_I,3,18,Tcells,neg,1.605235191,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_SELECTIVE_AUTOPHAGY,SELECTIVE AUTOPHAGY,6.237432068,0.000912624,0.025004048,Apr-97,77/17332,9474/55072/8678/7249,ATG5/RNF31/BECN1/TSC2,4,77,2018_Science_Pan_B16_OT_I,9,18,Tcells,neg,1.601989679,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_RESPONSE_TO_MECHANICAL_STIMULUS,RESPONSE TO MECHANICAL STIMULUS,8.707447067,0.000929699,0.025106577,Jun-97,201/17332,5970/8772/2821/3659/5894/6513,RELA/FADD/GPI/IRF1/RAF1/SLC2A1,6,201,2018_Science_Pan_B16_OT_I,2,18,Tcells,neg,1.600212502,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_ERYTHROCYTE_HOMEOSTASIS,ERYTHROCYTE HOMEOSTASIS,7.816546746,0.000935068,0.025106577,May-97,134/17332,5771/10296/23210/2821/28996,PTPN2/MAEA/JMJD6/GPI/HIPK2,5,134,2018_Science_Pan_B16_OT_I,3,18,Tcells,neg,1.600212502,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_T_CELL_DIFFERENTIATION_IN_THYMUS,"T CELL DIFFERENTIATION IN 
THYMUS",7.185108211,0.000957867,0.025464093,Apr-97,78/17332,8772/5771/23210/9474,FADD/PTPN2/JMJD6/ATG5,4,78,2018_Science_Pan_B16_OT_I,6,18,Tcells,neg,1.594071782,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
PID_HIV_NEF_PATHWAY,HIV NEF PATHWAY,6.366612868,0.000976681,0.025690746,Mar-97,35/17332,5970/8772/8837,RELA/FADD/CFLAR,3,35,2018_Science_Pan_B16_OT_I,10,18,Tcells,neg,1.590223292,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY,POSITIVE REGULATION OF AUTOPHAGY,7.275482018,0.000999293,0.025690746,May-97,136/17332,10641/55072/8131/8678/7249,NPRL2/RNF31/NPRL3/BECN1/TSC2,5,136,2018_Science_Pan_B16_OT_I,10,18,Tcells,neg,1.590223292,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
KEGG_hsa04210,Apoptosis,8.478431753,0.000999293,0.025690746,May-97,136/17332,3551/5970/8772/8837/5894,IKBKB/RELA/FADD/CFLAR/RAF1,5,136,2018_Science_Pan_B16_OT_I,12,18,Tcells,neg,1.590223292,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
PID_MET_PATHWAY,MET PATHWAY,6.869216163,0.001004666,0.025690746,Apr-97,79/17332,5771/1399/5781/5894,PTPN2/CRKL/PTPN11/RAF1,4,79,2018_Science_Pan_B16_OT_I,4,18,Tcells,neg,1.590223292,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,"REGULATION OF APOPTOTIC SIGNALING 
PATHWAY",10.62071687,0.001051427,0.026632837,Aug-97,367/17332,5970/8772/5771/3685/51024/8837/5894/8678,RELA/FADD/PTPN2/ITGAV/FIS1/CFLAR/RAF1/BECN1,8,367,2018_Science_Pan_B16_OT_I,9,18,Tcells,neg,1.574582562,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
BIOCARTA_MAPK_PATHWAY,MAPK PATHWAY,7.529717717,0.001103048,0.027679288,Apr-97,81/17332,3551/5970/1385/5894,IKBKB/RELA/CREB1/RAF1,4,81,2018_Science_Pan_B16_OT_I,7,18,Tcells,neg,1.557845079,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
BIOCARTA_IL2RB_PATHWAY,IL2RB PATHWAY,5.625559751,0.001150137,0.028443489,Mar-97,37/17332,1399/8837/5894,CRKL/CFLAR/RAF1,3,37,2018_Science_Pan_B16_OT_I,5,18,Tcells,neg,1.546017133,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
PID_REG_GR_PATHWAY,REG GR PATHWAY,6.98982949,0.001154689,0.028443489,Apr-97,82/17332,5970/1385/3659/1020,RELA/CREB1/IRF1/CDK5,4,82,2018_Science_Pan_B16_OT_I,3,18,Tcells,neg,1.546017133,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_REGULATION_OF_PROTEIN_ACETYLATION,REGULATION OF PROTEIN ACETYLATION,6.89219013,0.001208002,0.029486239,Apr-97,83/17332,6659/10014/29117/9474,SOX4/HDAC5/BRD7/ATG5,4,83,2018_Science_Pan_B16_OT_I,2,18,Tcells,neg,1.530380625,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
PID_FAS_PATHWAY,FAS PATHWAY,6.44394015,0.00124368,0.030083615,Mar-97,38/17332,3551/8772/8837,IKBKB/FADD/CFLAR,3,38,2018_Science_Pan_B16_OT_I,7,18,Tcells,neg,1.521669982,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_CHROMOSOME_LOCALIZATION,CHROMOSOME LOCALIZATION,6.237432068,0.001319761,0.031632078,Apr-97,85/17332,51510/10096/9525/8678,CHMP5/ACTR3/VPS4B/BECN1,4,85,2018_Science_Pan_B16_OT_I,3,18,Tcells,neg,1.499872272,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
BIOCARTA_FREE_PATHWAY,FREE PATHWAY,4.729035688,0.001354819,0.031632078,Feb-97,10/17332,5970/2937,RELA/GSS,2,10,2018_Science_Pan_B16_OT_I,2,18,Tcells,neg,1.499872272,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,DEOXYRIBONUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS,4.478942454,0.001354819,0.031632078,Feb-97,10/17332,7083/7084,TK1/TK2,2,10,2018_Science_Pan_B16_OT_I,1,18,Tcells,neg,1.499872272,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_ESCRT_COMPLEX_DISASSEMBLY,ESCRT COMPLEX DISASSEMBLY,4.168220558,0.001354819,0.031632078,Feb-97,10/17332,51510/9525,CHMP5/VPS4B,2,10,2018_Science_Pan_B16_OT_I,5,18,Tcells,neg,1.499872272,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
REACTOME_5628897,TP53 Regulates Metabolic Genes,6.237432068,0.001438554,0.033157041,Apr-97,87/17332,2821/10670/7534/7249,GPI/RRAGA/YWHAZ/TSC2,4,87,2018_Science_Pan_B16_OT_I,1,18,Tcells,neg,1.47942424,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,"NEGATIVE REGULATION OF CELLULAR 
RESPONSE TO INSULIN STIMULUS",5.541788529,0.001444832,0.033157041,Mar-97,40/17332,5771/5588/7249,PTPN2/PRKCQ/TSC2,3,40,2018_Science_Pan_B16_OT_I,3,18,Tcells,neg,1.47942424,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
REACTOME_5689880,Ub-specific processing proteases,9.552308728,0.001478205,0.033635426,Jun-97,220/17332,5696/5720/5721/11274/10869/8678,PSMB8/PSME1/PSME2/USP18/USP19/BECN1,6,220,2018_Science_Pan_B16_OT_I,7,18,Tcells,neg,1.473203074,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_AUTOPHAGY_OF_MITOCHONDRION,AUTOPHAGY OF MITOCHONDRION,6.358045395,0.001500662,0.033859465,Apr-97,88/17332,51024/9474/8678/7249,FIS1/ATG5/BECN1/TSC2,4,88,2018_Science_Pan_B16_OT_I,7,18,Tcells,neg,1.470319912,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
KEGG_hsa04211,Longevity regulating pathway,7.081725359,0.001564614,0.035008238,Apr-97,89/17332,5970/1385/9474/7249,RELA/CREB1/ATG5/TSC2,4,89,2018_Science_Pan_B16_OT_I,7,18,Tcells,neg,1.455829751,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_DEOXYRIBONUCLEOSIDE_METABOLIC_PROCESS,DEOXYRIBONUCLEOSIDE METABOLIC PROCESS,4.478942454,0.001649859,0.035724759,Feb-97,11/17332,7083/7084,TK1/TK2,2,11,2018_Science_Pan_B16_OT_I,1,18,Tcells,neg,1.447030687,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
REACTOME_3371378,Regulation by c-FLIP,4.873028761,0.001649859,0.035724759,Feb-97,11/17332,8772/8837,FADD/CFLAR,2,11,2018_Science_Pan_B16_OT_I,7,18,Tcells,neg,1.447030687,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
REACTOME_69416,Dimerization of procaspase-8,4.873028761,0.001649859,0.035724759,Feb-97,11/17332,8772/8837,FADD/CFLAR,2,11,2018_Science_Pan_B16_OT_I,7,18,Tcells,neg,1.447030687,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
REACTOME_73614,Pyrimidine salvage,4.478942454,0.001649859,0.035724759,Feb-97,11/17332,7083/7084,TK1/TK2,2,11,2018_Science_Pan_B16_OT_I,1,18,Tcells,neg,1.447030687,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,"REGULATION OF EXTRINSIC APOPTOTIC 
SIGNALING PATHWAY",8.189513694,0.001685542,0.036187178,May-97,153/17332,5970/8772/3685/8837/5894,RELA/FADD/ITGAV/CFLAR/RAF1,5,153,2018_Science_Pan_B16_OT_I,9,18,Tcells,neg,1.441445283,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
REACTOME_1236974,ER-Phagosome pathway,8.224680222,0.001698169,0.036187178,Apr-97,91/17332,5696/3551/5720/5721,PSMB8/IKBKB/PSME1/PSME2,4,91,2018_Science_Pan_B16_OT_I,3,18,Tcells,neg,1.441445283,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY,"POSITIVE REGULATION OF NF 
KAPPAB TRANSCRIPTION FACTOR ACTIVITY",8.173754527,0.001734496,0.036670256,May-97,154/17332,3551/5970/8837/5588/55072,IKBKB/RELA/CFLAR/PRKCQ/RNF31,5,154,2018_Science_Pan_B16_OT_I,11,18,Tcells,neg,1.435686063,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_VACUOLAR_TRANSPORT,VACUOLAR TRANSPORT,7.138902572,0.001835527,0.038503048,May-97,156/17332,51510/57724/151636/9525/8678,CHMP5/EPG5/DTX3L/VPS4B/BECN1,5,156,2018_Science_Pan_B16_OT_I,3,18,Tcells,neg,1.414504895,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_REGULATION_OF_SPINDLE_ORGANIZATION,REGULATION OF SPINDLE ORGANIZATION,5.238923342,0.001905729,0.038725405,Mar-97,44/17332,51510/9525/10460,CHMP5/VPS4B/TACC3,3,44,2018_Science_Pan_B16_OT_I,2,18,Tcells,neg,1.412004037,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
PID_CERAMIDE_PATHWAY,CERAMIDE PATHWAY,6.179738604,0.001905729,0.038725405,Mar-97,44/17332,5970/8772/5894,RELA/FADD/RAF1,3,44,2018_Science_Pan_B16_OT_I,3,18,Tcells,neg,1.412004037,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_REGULATION_OF_MACROAUTOPHAGY,REGULATION OF MACROAUTOPHAGY,7.070612849,0.001940808,0.038725405,May-97,158/17332,9474/55072/8678/1020/7249,ATG5/RNF31/BECN1/CDK5/TSC2,5,158,2018_Science_Pan_B16_OT_I,11,18,Tcells,neg,1.412004037,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_MUSCLE_TISSUE_DEVELOPMENT,MUSCLE TISSUE DEVELOPMENT,10.32037693,0.001959691,0.038725405,Aug-97,405/17332,1385/25976/196528/8837/10869/9474/8131/1020,CREB1/TIPARP/ARID2/CFLAR/USP19/ATG5/NPRL3/CDK5,8,405,2018_Science_Pan_B16_OT_I,1,18,Tcells,neg,1.412004037,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_CELLULAR_RESPONSE_TO_NITROGEN_STARVATION,"CELLULAR RESPONSE TO NITROGEN 
STARVATION",4.168220558,0.001972622,0.038725405,Feb-97,12/17332,9474/8678,ATG5/BECN1,2,12,2018_Science_Pan_B16_OT_I,4,18,Tcells,neg,1.412004037,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
REACTOME_210990,PECAM1 interactions,4.554728282,0.001972622,0.038725405,Feb-97,12/17332,3685/5781,ITGAV/PTPN11,2,12,2018_Science_Pan_B16_OT_I,1,18,Tcells,neg,1.412004037,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
REACTOME_430116,GP1b-IX-V activation signalling,4.009070318,0.001972622,0.038725405,Feb-97,12/17332,5894/7534,RAF1/YWHAZ,2,12,2018_Science_Pan_B16_OT_I,1,18,Tcells,neg,1.412004037,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
KEGG_hsa04217,Necroptosis,7.721991745,0.001995076,0.038725405,May-97,159/17332,8772/8837/51510/55072/9525,FADD/CFLAR/CHMP5/RNF31/VPS4B,5,159,2018_Science_Pan_B16_OT_I,10,18,Tcells,neg,1.412004037,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_BODY_MORPHOGENESIS,BODY MORPHOGENESIS,5.657779452,0.002033625,0.038725405,Mar-97,45/17332,25976/5781/23528,TIPARP/PTPN11/ZNF281,3,45,2018_Science_Pan_B16_OT_I,1,18,Tcells,neg,1.412004037,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_NEGATIVE_REGULATION_OF_LIPID_TRANSPORT,"NEGATIVE REGULATION OF LIPID 
TRANSPORT",5.793102195,0.002033625,0.038725405,Mar-97,45/17332,3685/5781/51024,ITGAV/PTPN11/FIS1,3,45,2018_Science_Pan_B16_OT_I,1,18,Tcells,neg,1.412004037,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING,"NEGATIVE REGULATION OF TOR 
SIGNALING",5.458017307,0.002033625,0.038725405,Mar-97,45/17332,10641/8131/7249,NPRL2/NPRL3/TSC2,3,45,2018_Science_Pan_B16_OT_I,1,18,Tcells,neg,1.412004037,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_THYMUS_DEVELOPMENT,THYMUS DEVELOPMENT,5.928424938,0.002033625,0.038725405,Mar-97,45/17332,8772/1399/5894,FADD/CRKL/RAF1,3,45,2018_Science_Pan_B16_OT_I,2,18,Tcells,neg,1.412004037,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
PID_ILK_PATHWAY,ILK PATHWAY,5.57400823,0.002033625,0.038725405,Mar-97,45/17332,1385/10460/3611,CREB1/TACC3/ILK,3,45,2018_Science_Pan_B16_OT_I,1,18,Tcells,neg,1.412004037,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_MYELOID_CELL_HOMEOSTASIS,MYELOID CELL HOMEOSTASIS,7.816546746,0.00210693,0.039838789,May-97,161/17332,5771/10296/23210/2821/28996,PTPN2/MAEA/JMJD6/GPI/HIPK2,5,161,2018_Science_Pan_B16_OT_I,3,18,Tcells,neg,1.399693873,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,"NEGATIVE REGULATION OF EXTRINSIC 
APOPTOTIC SIGNALING PATHWAY",6.972599015,0.002146092,0.03984726,Apr-97,97/17332,5970/3685/8837/5894,RELA/ITGAV/CFLAR/RAF1,4,97,2018_Science_Pan_B16_OT_I,5,18,Tcells,neg,1.399601534,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
KEGG_hsa05215,Prostate cancer,7.529717717,0.002146092,0.03984726,Apr-97,97/17332,3551/5970/1385/5894,IKBKB/RELA/CREB1/RAF1,4,97,2018_Science_Pan_B16_OT_I,5,18,Tcells,neg,1.399601534,2018_Science_Pan_B16_OT_I,2018_Science_Pan_OT_I,Melanoma
