"ID","Description","NES","pvalue","p.adjust","GeneRatio","BgRatio","geneID","geneName","Count","BG","Study","Freq","total_study","celltype","regulators","-log10(Padj)"
"GOBP_REGULATION_OF_T_CELL_ACTIVATION","REGULATION OF T CELL ACTIVATION
",10.7556522095236,0.000666230821151729,0.0217459949544833,"8/97","342/17332","29126/8772/5771/6659/5781/5588/3659/11277","CD274/FADD/PTPN2/SOX4/PTPN11/PRKCQ/IRF1/TREX1",8,342,"2018_Science_Pan_B16_OT_I",3,18,"Tcells","neg",1.66262071706939
"GOBP_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION","REGULATION OF PEPTIDYL LYSINE ACETYLATION
",6.89219012998221,0.000672222562838777,0.0217459949544833,"4/97","71/17332","6659/10014/29117/9474","SOX4/HDAC5/BRD7/ATG5",4,71,"2018_Science_Pan_B16_OT_I",2,18,"Tcells","neg",1.66262071706939
"PID_AVB3_OPN_PATHWAY","AVB3 OPN PATHWAY",5.85754159614324,0.000681720180360496,0.0217906986222373,"3/97","31/17332","5970/3685/3611","RELA/ITGAV/ILK",3,31,"2018_Science_Pan_B16_OT_I",4,18,"Tcells","neg",1.66172884580153
"GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY","POSITIVE REGULATION OF DNA BINDING
 TRANSCRIPTION FACTOR ACTIVITY",9.80758390713351,0.000703191419168943,0.0221274402163368,"7/97","264/17332","3551/5970/10014/8837/28996/5588/55072","IKBKB/RELA/HDAC5/CFLAR/HIPK2/PRKCQ/RNF31",7,264,"2018_Science_Pan_B16_OT_I",12,18,"Tcells","neg",1.65506882394984
"KEGG_hsa04137","Mitophagy",6.85198568755731,0.000708737377506505,0.0221274402163368,"4/97","72/17332","5970/51024/9474/8678","RELA/FIS1/ATG5/BECN1",4,72,"2018_Science_Pan_B16_OT_I",7,18,"Tcells","neg",1.65506882394984
"GOBP_T_CELL_RECEPTOR_SIGNALING_PATHWAY","T CELL RECEPTOR SIGNALING PATHWAY
",8.44166036335371,0.000734250257552532,0.022660482086535,"5/97","127/17332","3551/5970/5771/1399/55072","IKBKB/RELA/PTPN2/CRKL/RNF31",5,127,"2018_Science_Pan_B16_OT_I",11,18,"Tcells","neg",1.64473085505096
"GOBP_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE","NEGATIVE REGULATION OF INNATE IMMUNE
 RESPONSE",7.03577742435684,0.000746634490110717,0.022780836431219,"4/97","73/17332","11274/5771/5272/11277","USP18/PTPN2/SERPINB9/TREX1",4,73,"2018_Science_Pan_B16_OT_I",8,18,"Tcells","neg",1.64243033421679
"GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE","NEGATIVE REGULATION OF DEFENSE RESPONSE
",9.86727425862824,0.000768181428569508,0.0230707737632294,"7/97","268/17332","90268/11274/5771/5272/9474/11277/2853","OTULIN/USP18/PTPN2/SERPINB9/ATG5/TREX1/GPR31",7,268,"2018_Science_Pan_B16_OT_I",7,18,"Tcells","neg",1.63693783957229
"KEGG_hsa05167","Kaposi sarcoma-associated herpesvirus infection",9.36184858480935,0.000773322025583108,0.0230707737632294,"6/97","194/17332","3551/5970/8772/1385/5894/8678","IKBKB/RELA/FADD/CREB1/RAF1/BECN1",6,194,"2018_Science_Pan_B16_OT_I",6,18,"Tcells","neg",1.63693783957229
"GOBP_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY","POSITIVE REGULATION OF PEPTIDASE ACTIVITY
",9.2348751559074,0.00079431622238495,0.0234366929352043,"6/97","195/17332","5720/8772/5721/51024/8837/23787","PSME1/FADD/PSME2/FIS1/CFLAR/MTCH1",6,195,"2018_Science_Pan_B16_OT_I",2,18,"Tcells","neg",1.63010367001395
"GOBP_UROGENITAL_SYSTEM_DEVELOPMENT","UROGENITAL SYSTEM DEVELOPMENT",10.4814287820853,0.000818441625355294,0.0236134683954696,"8/97","353/17332","8772/25976/6659/1399/8837/23210/11277/3611","FADD/TIPARP/SOX4/CRKL/CFLAR/JMJD6/TREX1/ILK",8,353,"2018_Science_Pan_B16_OT_I",1,18,"Tcells","neg",1.62684021815704
"BIOCARTA_MET_PATHWAY","MET PATHWAY",5.6320036909012,0.00082079217607095,0.0236134683954696,"3/97","33/17332","1399/5781/5894","CRKL/PTPN11/RAF1",3,33,"2018_Science_Pan_B16_OT_I",3,18,"Tcells","neg",1.62684021815704
"GOBP_LYMPHOCYTE_APOPTOTIC_PROCESS","LYMPHOCYTE APOPTOTIC PROCESS",7.46653930748073,0.000826691258537854,0.0236134683954696,"4/97","75/17332","29126/8772/1399/5588","CD274/FADD/CRKL/PRKCQ",4,75,"2018_Science_Pan_B16_OT_I",2,18,"Tcells","neg",1.62684021815704
"REACTOME_75158","TRAIL  signaling",4.87302876133093,0.000849177125012215,0.0240004271648189,"2/97","8/17332","8772/8837","FADD/CFLAR",2,8,"2018_Science_Pan_B16_OT_I",3,18,"Tcells","neg",1.61978102855203
"GOBP_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS","REGULATION OF T CELL APOPTOTIC
 PROCESS",6.40527650887391,0.000896586618442709,0.0248178873249348,"3/97","34/17332","29126/8772/5588","CD274/FADD/PRKCQ",3,34,"2018_Science_Pan_B16_OT_I",2,18,"Tcells","neg",1.60523519149864
"PID_MAPK_TRK_PATHWAY","MAPK TRK PATHWAY",5.59978399015234,0.000896586618442709,0.0248178873249348,"3/97","34/17332","1385/5894/1020","CREB1/RAF1/CDK5",3,34,"2018_Science_Pan_B16_OT_I",3,18,"Tcells","neg",1.60523519149864
"GOBP_SELECTIVE_AUTOPHAGY","SELECTIVE AUTOPHAGY",6.2374320676339,0.00091262446379038,0.0250040478089507,"4/97","77/17332","9474/55072/8678/7249","ATG5/RNF31/BECN1/TSC2",4,77,"2018_Science_Pan_B16_OT_I",9,18,"Tcells","neg",1.60198967937635
"GOBP_RESPONSE_TO_MECHANICAL_STIMULUS","RESPONSE TO MECHANICAL STIMULUS",8.70744706662236,0.00092969894074975,0.0251065765883262,"6/97","201/17332","5970/8772/2821/3659/5894/6513","RELA/FADD/GPI/IRF1/RAF1/SLC2A1",6,201,"2018_Science_Pan_B16_OT_I",2,18,"Tcells","neg",1.60021250155067
"GOBP_ERYTHROCYTE_HOMEOSTASIS","ERYTHROCYTE HOMEOSTASIS",7.81654674590561,0.00093506802936038,0.0251065765883262,"5/97","134/17332","5771/10296/23210/2821/28996","PTPN2/MAEA/JMJD6/GPI/HIPK2",5,134,"2018_Science_Pan_B16_OT_I",3,18,"Tcells","neg",1.60021250155067
"GOBP_T_CELL_DIFFERENTIATION_IN_THYMUS","T CELL DIFFERENTIATION IN THYMUS
",7.18510821050645,0.000957867198859931,0.0254640933558308,"4/97","78/17332","8772/5771/23210/9474","FADD/PTPN2/JMJD6/ATG5",4,78,"2018_Science_Pan_B16_OT_I",6,18,"Tcells","neg",1.59407178218442
"PID_HIV_NEF_PATHWAY","HIV NEF PATHWAY",6.36661286797527,0.000976680592354373,0.0256907455755246,"3/97","35/17332","5970/8772/8837","RELA/FADD/CFLAR",3,35,"2018_Science_Pan_B16_OT_I",10,18,"Tcells","neg",1.59022329181627
"GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY","POSITIVE REGULATION OF AUTOPHAGY",7.27548201819843,0.000999293260718759,0.0256907455755246,"5/97","136/17332","10641/55072/8131/8678/7249","NPRL2/RNF31/NPRL3/BECN1/TSC2",5,136,"2018_Science_Pan_B16_OT_I",10,18,"Tcells","neg",1.59022329181627
"KEGG_hsa04210","Apoptosis",8.47843175261536,0.000999293260718759,0.0256907455755246,"5/97","136/17332","3551/5970/8772/8837/5894","IKBKB/RELA/FADD/CFLAR/RAF1",5,136,"2018_Science_Pan_B16_OT_I",12,18,"Tcells","neg",1.59022329181627
"PID_MET_PATHWAY","MET PATHWAY",6.86921616288227,0.00100466602809314,0.0256907455755246,"4/97","79/17332","5771/1399/5781/5894","PTPN2/CRKL/PTPN11/RAF1",4,79,"2018_Science_Pan_B16_OT_I",4,18,"Tcells","neg",1.59022329181627
"GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY","REGULATION OF APOPTOTIC SIGNALING PATHWAY
",10.6207168722127,0.00105142672938566,0.0266328374377406,"8/97","367/17332","5970/8772/5771/3685/51024/8837/5894/8678","RELA/FADD/PTPN2/ITGAV/FIS1/CFLAR/RAF1/BECN1",8,367,"2018_Science_Pan_B16_OT_I",9,18,"Tcells","neg",1.57458256176579
"BIOCARTA_MAPK_PATHWAY","MAPK PATHWAY",7.52971771700556,0.0011030479938162,0.027679288442958,"4/97","81/17332","3551/5970/1385/5894","IKBKB/RELA/CREB1/RAF1",4,81,"2018_Science_Pan_B16_OT_I",7,18,"Tcells","neg",1.55784507856748
"BIOCARTA_IL2RB_PATHWAY","IL2RB PATHWAY",5.62555975075143,0.00115013722346156,0.0284434889759555,"3/97","37/17332","1399/8837/5894","CRKL/CFLAR/RAF1",3,37,"2018_Science_Pan_B16_OT_I",5,18,"Tcells","neg",1.5460171326234
"PID_REG_GR_PATHWAY","REG GR PATHWAY",6.98982949015696,0.00115468912416356,0.0284434889759555,"4/97","82/17332","5970/1385/3659/1020","RELA/CREB1/IRF1/CDK5",4,82,"2018_Science_Pan_B16_OT_I",3,18,"Tcells","neg",1.5460171326234
"GOBP_REGULATION_OF_PROTEIN_ACETYLATION","REGULATION OF PROTEIN ACETYLATION",6.89219012998221,0.00120800232439566,0.0294862385545668,"4/97","83/17332","6659/10014/29117/9474","SOX4/HDAC5/BRD7/ATG5",4,83,"2018_Science_Pan_B16_OT_I",2,18,"Tcells","neg",1.53038062518254
"PID_FAS_PATHWAY","FAS PATHWAY",6.44394014977254,0.00124368016230636,0.0300836147368701,"3/97","38/17332","3551/8772/8837","IKBKB/FADD/CFLAR",3,38,"2018_Science_Pan_B16_OT_I",7,18,"Tcells","neg",1.52166998171211
"GOBP_CHROMOSOME_LOCALIZATION","CHROMOSOME LOCALIZATION",6.2374320676339,0.00131976071241006,0.0316320783708868,"4/97","85/17332","51510/10096/9525/8678","CHMP5/ACTR3/VPS4B/BECN1",4,85,"2018_Science_Pan_B16_OT_I",3,18,"Tcells","neg",1.49987227203137
"BIOCARTA_FREE_PATHWAY","FREE PATHWAY",4.72903568751244,0.00135481899912551,0.0316320783708868,"2/97","10/17332","5970/2937","RELA/GSS",2,10,"2018_Science_Pan_B16_OT_I",2,18,"Tcells","neg",1.49987227203137
"GOBP_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS","DEOXYRIBONUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS",4.47894245403823,0.00135481899912551,0.0316320783708868,"2/97","10/17332","7083/7084","TK1/TK2",2,10,"2018_Science_Pan_B16_OT_I",1,18,"Tcells","neg",1.49987227203137
"GOBP_ESCRT_COMPLEX_DISASSEMBLY","ESCRT COMPLEX DISASSEMBLY",4.16822055790359,0.00135481899912551,0.0316320783708868,"2/97","10/17332","51510/9525","CHMP5/VPS4B",2,10,"2018_Science_Pan_B16_OT_I",5,18,"Tcells","neg",1.49987227203137
"REACTOME_5628897","TP53 Regulates Metabolic Genes",6.2374320676339,0.00143855439464144,0.0331570405037281,"4/97","87/17332","2821/10670/7534/7249","GPI/RRAGA/YWHAZ/TSC2",4,87,"2018_Science_Pan_B16_OT_I",1,18,"Tcells","neg",1.4794242401923
"GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS","NEGATIVE REGULATION OF CELLULAR RESPONSE
 TO INSULIN STIMULUS",5.54178852880439,0.00144483193256469,0.0331570405037281,"3/97","40/17332","5771/5588/7249","PTPN2/PRKCQ/TSC2",3,40,"2018_Science_Pan_B16_OT_I",3,18,"Tcells","neg",1.4794242401923
"REACTOME_5689880","Ub-specific processing proteases",9.55230872816228,0.00147820491987203,0.0336354255072577,"6/97","220/17332","5696/5720/5721/11274/10869/8678","PSMB8/PSME1/PSME2/USP18/USP19/BECN1",6,220,"2018_Science_Pan_B16_OT_I",7,18,"Tcells","neg",1.47320307387429
"GOBP_AUTOPHAGY_OF_MITOCHONDRION","AUTOPHAGY OF MITOCHONDRION",6.35804539490859,0.00150066156397915,0.0338594646998658,"4/97","88/17332","51024/9474/8678/7249","FIS1/ATG5/BECN1/TSC2",4,88,"2018_Science_Pan_B16_OT_I",7,18,"Tcells","neg",1.47031991213766
"KEGG_hsa04211","Longevity regulating pathway",7.08172535855672,0.00156461397395322,0.0350082376672032,"4/97","89/17332","5970/1385/9474/7249","RELA/CREB1/ATG5/TSC2",4,89,"2018_Science_Pan_B16_OT_I",7,18,"Tcells","neg",1.45582975129361
"GOBP_DEOXYRIBONUCLEOSIDE_METABOLIC_PROCESS","DEOXYRIBONUCLEOSIDE METABOLIC PROCESS",4.47894245403823,0.00164985853455124,0.0357247593973394,"2/97","11/17332","7083/7084","TK1/TK2",2,11,"2018_Science_Pan_B16_OT_I",1,18,"Tcells","neg",1.44703068745679
"REACTOME_3371378","Regulation by c-FLIP",4.87302876133093,0.00164985853455124,0.0357247593973394,"2/97","11/17332","8772/8837","FADD/CFLAR",2,11,"2018_Science_Pan_B16_OT_I",7,18,"Tcells","neg",1.44703068745679
"REACTOME_69416","Dimerization of procaspase-8",4.87302876133093,0.00164985853455124,0.0357247593973394,"2/97","11/17332","8772/8837","FADD/CFLAR",2,11,"2018_Science_Pan_B16_OT_I",7,18,"Tcells","neg",1.44703068745679
"REACTOME_73614","Pyrimidine salvage",4.47894245403823,0.00164985853455124,0.0357247593973394,"2/97","11/17332","7083/7084","TK1/TK2",2,11,"2018_Science_Pan_B16_OT_I",1,18,"Tcells","neg",1.44703068745679
"GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","REGULATION OF EXTRINSIC APOPTOTIC SIGNALING
 PATHWAY",8.18951369413094,0.0016855418572536,0.0361871780190279,"5/97","153/17332","5970/8772/3685/8837/5894","RELA/FADD/ITGAV/CFLAR/RAF1",5,153,"2018_Science_Pan_B16_OT_I",9,18,"Tcells","neg",1.44144528311313
"REACTOME_1236974","ER-Phagosome pathway",8.22468022177877,0.0016981692478203,0.0361871780190279,"4/97","91/17332","5696/3551/5720/5721","PSMB8/IKBKB/PSME1/PSME2",4,91,"2018_Science_Pan_B16_OT_I",3,18,"Tcells","neg",1.44144528311313
"GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY","POSITIVE REGULATION OF NF KAPPAB
 TRANSCRIPTION FACTOR ACTIVITY",8.17375452730452,0.00173449626153632,0.0366702556080709,"5/97","154/17332","3551/5970/8837/5588/55072","IKBKB/RELA/CFLAR/PRKCQ/RNF31",5,154,"2018_Science_Pan_B16_OT_I",11,18,"Tcells","neg",1.43568606280221
"GOBP_VACUOLAR_TRANSPORT","VACUOLAR TRANSPORT",7.13890257236944,0.00183552703314663,0.03850304753124,"5/97","156/17332","51510/57724/151636/9525/8678","CHMP5/EPG5/DTX3L/VPS4B/BECN1",5,156,"2018_Science_Pan_B16_OT_I",3,18,"Tcells","neg",1.4145048945533
"GOBP_REGULATION_OF_SPINDLE_ORGANIZATION","REGULATION OF SPINDLE ORGANIZATION",5.23892334176508,0.00190572888533097,0.0387254045456946,"3/97","44/17332","51510/9525/10460","CHMP5/VPS4B/TACC3",3,44,"2018_Science_Pan_B16_OT_I",2,18,"Tcells","neg",1.41200403667928
"PID_CERAMIDE_PATHWAY","CERAMIDE PATHWAY",6.17973860363187,0.00190572888533097,0.0387254045456946,"3/97","44/17332","5970/8772/5894","RELA/FADD/RAF1",3,44,"2018_Science_Pan_B16_OT_I",3,18,"Tcells","neg",1.41200403667928
"GOBP_REGULATION_OF_MACROAUTOPHAGY","REGULATION OF MACROAUTOPHAGY",7.07061284945494,0.00194080814746103,0.0387254045456946,"5/97","158/17332","9474/55072/8678/1020/7249","ATG5/RNF31/BECN1/CDK5/TSC2",5,158,"2018_Science_Pan_B16_OT_I",11,18,"Tcells","neg",1.41200403667928
"GOBP_MUSCLE_TISSUE_DEVELOPMENT","MUSCLE TISSUE DEVELOPMENT",10.3203769278756,0.0019596912002338,0.0387254045456946,"8/97","405/17332","1385/25976/196528/8837/10869/9474/8131/1020","CREB1/TIPARP/ARID2/CFLAR/USP19/ATG5/NPRL3/CDK5",8,405,"2018_Science_Pan_B16_OT_I",1,18,"Tcells","neg",1.41200403667928
"GOBP_CELLULAR_RESPONSE_TO_NITROGEN_STARVATION","CELLULAR RESPONSE TO NITROGEN STARVATION
",4.16822055790359,0.00197262200900238,0.0387254045456946,"2/97","12/17332","9474/8678","ATG5/BECN1",2,12,"2018_Science_Pan_B16_OT_I",4,18,"Tcells","neg",1.41200403667928
"REACTOME_210990","PECAM1 interactions",4.55472828236375,0.00197262200900238,0.0387254045456946,"2/97","12/17332","3685/5781","ITGAV/PTPN11",2,12,"2018_Science_Pan_B16_OT_I",1,18,"Tcells","neg",1.41200403667928
"REACTOME_430116","GP1b-IX-V activation signalling",4.00907031842,0.00197262200900238,0.0387254045456946,"2/97","12/17332","5894/7534","RAF1/YWHAZ",2,12,"2018_Science_Pan_B16_OT_I",1,18,"Tcells","neg",1.41200403667928
"KEGG_hsa04217","Necroptosis",7.72199174494707,0.00199507557529822,0.0387254045456946,"5/97","159/17332","8772/8837/51510/55072/9525","FADD/CFLAR/CHMP5/RNF31/VPS4B",5,159,"2018_Science_Pan_B16_OT_I",10,18,"Tcells","neg",1.41200403667928
"GOBP_BODY_MORPHOGENESIS","BODY MORPHOGENESIS",5.65777945150029,0.00203362459625435,0.0387254045456946,"3/97","45/17332","25976/5781/23528","TIPARP/PTPN11/ZNF281",3,45,"2018_Science_Pan_B16_OT_I",1,18,"Tcells","neg",1.41200403667928
"GOBP_NEGATIVE_REGULATION_OF_LIPID_TRANSPORT","NEGATIVE REGULATION OF LIPID TRANSPORT
",5.79310219464552,0.00203362459625435,0.0387254045456946,"3/97","45/17332","3685/5781/51024","ITGAV/PTPN11/FIS1",3,45,"2018_Science_Pan_B16_OT_I",1,18,"Tcells","neg",1.41200403667928
"GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING","NEGATIVE REGULATION OF TOR SIGNALING
",5.45801730685734,0.00203362459625435,0.0387254045456946,"3/97","45/17332","10641/8131/7249","NPRL2/NPRL3/TSC2",3,45,"2018_Science_Pan_B16_OT_I",1,18,"Tcells","neg",1.41200403667928
"GOBP_THYMUS_DEVELOPMENT","THYMUS DEVELOPMENT",5.92842493779074,0.00203362459625435,0.0387254045456946,"3/97","45/17332","8772/1399/5894","FADD/CRKL/RAF1",3,45,"2018_Science_Pan_B16_OT_I",2,18,"Tcells","neg",1.41200403667928
"PID_ILK_PATHWAY","ILK PATHWAY",5.57400822955325,0.00203362459625435,0.0387254045456946,"3/97","45/17332","1385/10460/3611","CREB1/TACC3/ILK",3,45,"2018_Science_Pan_B16_OT_I",1,18,"Tcells","neg",1.41200403667928
"GOBP_MYELOID_CELL_HOMEOSTASIS","MYELOID CELL HOMEOSTASIS",7.81654674590561,0.00210693035951901,0.0398387888402009,"5/97","161/17332","5771/10296/23210/2821/28996","PTPN2/MAEA/JMJD6/GPI/HIPK2",5,161,"2018_Science_Pan_B16_OT_I",3,18,"Tcells","neg",1.39969387326071
"GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC
 SIGNALING PATHWAY",6.972599014832,0.00214609171029937,0.0398472602130254,"4/97","97/17332","5970/3685/8837/5894","RELA/ITGAV/CFLAR/RAF1",4,97,"2018_Science_Pan_B16_OT_I",5,18,"Tcells","neg",1.39960153412408
"KEGG_hsa05215","Prostate cancer",7.52971771700556,0.00214609171029937,0.0398472602130254,"4/97","97/17332","3551/5970/1385/5894","IKBKB/RELA/CREB1/RAF1",4,97,"2018_Science_Pan_B16_OT_I",5,18,"Tcells","neg",1.39960153412408
"KEGG_hsa03050","Proteasome",6.92723566100548,0.00216674115124831,0.0398472602130254,"3/97","46/17332","5696/5720/5721","PSMB8/PSME1/PSME2",3,46,"2018_Science_Pan_B16_OT_I",2,18,"Tcells","neg",1.39960153412408
"PID_TNF_PATHWAY","TNF PATHWAY",6.74680533681185,0.00216674115124831,0.0398472602130254,"3/97","46/17332","3551/5970/8772","IKBKB/RELA/FADD",3,46,"2018_Science_Pan_B16_OT_I",11,18,"Tcells","neg",1.39960153412408
"GOBP_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS","NEGATIVE REGULATION OF REACTIVE OXYGEN
 SPECIES METABOLIC PROCESS",5.46446124700712,0.00230515167713234,0.0402368266152882,"3/97","47/17332","8837/9474/8678","CFLAR/ATG5/BECN1",3,47,"2018_Science_Pan_B16_OT_I",1,18,"Tcells","neg",1.39537627839485
"GOBP_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR","RESPONSE TO EPIDERMAL GROWTH FACTOR
",5.52890064850484,0.00230515167713234,0.0402368266152882,"3/97","47/17332","5781/8837/8678","PTPN11/CFLAR/BECN1",3,47,"2018_Science_Pan_B16_OT_I",2,18,"Tcells","neg",1.39537627839485
"BIOCARTA_CDK5_PATHWAY","CDK5 PATHWAY",4.00907031842,0.00232279632229783,0.0402368266152882,"2/97","13/17332","5894/1020","RAF1/CDK5",2,13,"2018_Science_Pan_B16_OT_I",2,18,"Tcells","neg",1.39537627839485
"BIOCARTA_PCAF_PATHWAY","PCAF PATHWAY",4.67598560768458,0.00232279632229783,0.0402368266152882,"2/97","13/17332","5970/3659","RELA/IRF1",2,13,"2018_Science_Pan_B16_OT_I",3,18,"Tcells","neg",1.39537627839485
"GOBP_RESPONSE_TO_HYDROXYUREA","RESPONSE TO HYDROXYUREA",4.09243472957808,0.00232279632229783,0.0402368266152882,"2/97","13/17332","84301/11277","DDI2/TREX1",2,13,"2018_Science_Pan_B16_OT_I",2,18,"Tcells","neg",1.39537627839485
"GOBP_T_CELL_EXTRAVASATION","T CELL EXTRAVASATION",4.93365742399135,0.00232279632229783,0.0402368266152882,"2/97","13/17332","8772/1399","FADD/CRKL",2,13,"2018_Science_Pan_B16_OT_I",2,18,"Tcells","neg",1.39537627839485
"REACTOME_209560","NF-kB is activated and signals
 survival",5.3201651484515,0.00232279632229783,0.0402368266152882,"2/97","13/17332","3551/5970","IKBKB/RELA",2,13,"2018_Science_Pan_B16_OT_I",4,18,"Tcells","neg",1.39537627839485
"REACTOME_5218900","CASP8 activity is inhibited",4.87302876133093,0.00232279632229783,0.0402368266152882,"2/97","13/17332","8772/8837","FADD/CFLAR",2,13,"2018_Science_Pan_B16_OT_I",7,18,"Tcells","neg",1.39537627839485
"REACTOME_933543","NF-kB activation through FADD/RIP-1 pathway
 mediated by caspase-8 and -10
",5.3201651484515,0.00232279632229783,0.0402368266152882,"2/97","13/17332","3551/8772","IKBKB/FADD",2,13,"2018_Science_Pan_B16_OT_I",6,18,"Tcells","neg",1.39537627839485
"GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS","NEGATIVE REGULATION OF CATABOLIC PROCESS
",9.07293342719842,0.00236331728224085,0.0406763263001069,"7/97","326/17332","5970/10869/28996/10670/66037/8678/7249","RELA/USP19/HIPK2/RRAGA/BOLL/BECN1/TSC2",7,326,"2018_Science_Pan_B16_OT_I",2,18,"Tcells","neg",1.39065827747096
"GOBP_FACE_DEVELOPMENT","FACE DEVELOPMENT",5.70933097269847,0.00244892761834302,0.0418813417531912,"3/97","48/17332","25976/5781/5894","TIPARP/PTPN11/RAF1",3,48,"2018_Science_Pan_B16_OT_I",1,18,"Tcells","neg",1.37797941327131
"KEGG_hsa05225","Hepatocellular carcinoma",7.52237563181239,0.00253467738562631,0.0428985854616038,"5/97","168/17332","196528/29117/55193/8289/5894","ARID2/BRD7/PBRM1/ARID1A/RAF1",5,168,"2018_Science_Pan_B16_OT_I",1,18,"Tcells","neg",1.36755702800987
"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION","POSITIVE REGULATION OF LEUKOCYTE CELL
 CELL ADHESION",9.54742513474297,0.00254036316141341,0.0428985854616038,"6/97","245/17332","29126/5970/8772/6659/5781/5588","CD274/RELA/FADD/SOX4/PTPN11/PRKCQ",6,245,"2018_Science_Pan_B16_OT_I",2,18,"Tcells","neg",1.36755702800987
"KEGG_hsa05142","Chagas disease",7.72499643735506,0.00257687246863688,0.0430617442104596,"4/97","102/17332","3551/5970/8772/8837","IKBKB/RELA/FADD/CFLAR",4,102,"2018_Science_Pan_B16_OT_I",5,18,"Tcells","neg",1.36590838311364
"KEGG_hsa05030","Cocaine addiction",6.08952344153505,0.0025981387568322,0.0430617442104596,"3/97","49/17332","5970/1385/1020","RELA/CREB1/CDK5",3,49,"2018_Science_Pan_B16_OT_I",1,18,"Tcells","neg",1.36590838311364
"REACTOME_1236978","Cross-presentation of soluble exogenous antigens
 (endosomes)",6.92723566100548,0.0025981387568322,0.0430617442104596,"3/97","49/17332","5696/5720/5721","PSMB8/PSME1/PSME2",3,49,"2018_Science_Pan_B16_OT_I",2,18,"Tcells","neg",1.36590838311364
"GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR","RESPONSE TO TUMOR NECROSIS FACTOR
",9.44975326635686,0.00269859248007605,0.0434101616033788,"6/97","248/17332","90268/3551/5970/5771/10670/3611","OTULIN/IKBKB/RELA/PTPN2/RRAGA/ILK",6,248,"2018_Science_Pan_B16_OT_I",7,18,"Tcells","neg",1.36240859740652
"GOBP_BEHAVIORAL_RESPONSE_TO_COCAINE","BEHAVIORAL RESPONSE TO COCAINE",4.58504261369395,0.00270007094765443,0.0434101616033788,"2/97","14/17332","8772/1020","FADD/CDK5",2,14,"2018_Science_Pan_B16_OT_I",1,18,"Tcells","neg",1.36240859740652
"GOBP_NON_LYTIC_VIRAL_RELEASE","NON LYTIC VIRAL RELEASE",4.16822055790359,0.00270007094765443,0.0434101616033788,"2/97","14/17332","51510/9525","CHMP5/VPS4B",2,14,"2018_Science_Pan_B16_OT_I",3,18,"Tcells","neg",1.36240859740652
"REACTOME_877312","Regulation of IFNG signaling",4.70629993901479,0.00270007094765443,0.0434101616033788,"2/97","14/17332","5771/5781","PTPN2/PTPN11",2,14,"2018_Science_Pan_B16_OT_I",7,18,"Tcells","neg",1.36240859740652
"GOBP_T_CELL_APOPTOTIC_PROCESS","T CELL APOPTOTIC PROCESS",6.40527650887391,0.00275285323178057,0.0434101616033788,"3/97","50/17332","29126/8772/5588","CD274/FADD/PRKCQ",3,50,"2018_Science_Pan_B16_OT_I",2,18,"Tcells","neg",1.36240859740652
"GOBP_TORC1_SIGNALING","TORC1 SIGNALING",5.56756428940348,0.00275285323178057,0.0434101616033788,"3/97","50/17332","10641/10670/8131","NPRL2/RRAGA/NPRL3",3,50,"2018_Science_Pan_B16_OT_I",1,18,"Tcells","neg",1.36240859740652
"REACTOME_211733","Regulation of activated PAK-2p34 by
 proteasome mediated degradation",6.92723566100548,0.00275285323178057,0.0434101616033788,"3/97","50/17332","5696/5720/5721","PSMB8/PSME1/PSME2",3,50,"2018_Science_Pan_B16_OT_I",2,18,"Tcells","neg",1.36240859740652
"KEGG_hsa04064","NF-kappa B signaling pathway",7.34592598020604,0.00276466950993586,0.0434101616033788,"4/97","104/17332","3551/5970/8837/5588","IKBKB/RELA/CFLAR/PRKCQ",4,104,"2018_Science_Pan_B16_OT_I",10,18,"Tcells","neg",1.36240859740652
