id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Zfp90	4	0.0028658	0.0091178	0.569493	243	3	-6.384	0.39824	0.49176	1.0	8929	1	3.3321
Isl2	4	0.0028658	0.0091178	0.569493	244	3	-6.3031	0.77524	0.81512	1.0	14905	0	0
Dbil5	4	0.0028868	0.0091182	0.569493	245	3	-6.819	0.68355	0.72191	1.0	13118	1	1.9545
Ttyh3	4	0.0029076	0.0091322	0.569493	246	2	-7.3148	0.14217	0.22432	1.0	4555	2	3.0375
Supt4a	3	0.0029211	0.0097685	0.569493	247	3	-5.9721	0.99708	0.99835	1.0	19523	0	0
E330014E10Rik	4	0.0029552	0.0091327	0.569493	248	4	-6.0414	0.99704	0.99926	1.0	19520	0	0
Rag2	4	0.0029552	0.0091327	0.569493	249	4	-5.6998	0.99704	0.99926	1.0	19522	0	0
Tshz2	4	0.0029552	0.0091327	0.569493	250	4	-5.1343	0.99704	0.99926	1.0	19521	0	0
Hmgcs2	4	0.0029847	0.0091872	0.569493	251	3	-6.2711	0.45158	0.51881	1.0	9567	1	3.0958
Gm8439	4	0.0029882	0.0092418	0.569493	252	2	-7.3077	0.37043	0.47984	1.0	8623	1	3.1748
Tnks1bp1	4	0.0029882	0.0092418	0.569493	253	2	-4.8217	0.81159	0.85233	1.0	15581	0	0
Pdlim2	4	0.0030142	0.0092601	0.569493	254	3	-5.948	0.9271	0.9549	1.0	17905	0	0
Gria4	4	0.0030142	0.0092601	0.569493	255	3	-4.5223	0.86848	0.90059	1.0	16686	0	0
Fbxl19	4	0.0030252	0.0092601	0.569493	256	4	-5.0194	0.99697	0.99924	1.0	19519	0	0
C1qtnf1	4	0.0030856	0.0092769	0.569493	257	4	-5.0926	0.99691	0.99922	1.0	19518	0	0
Rnase2b	4	0.0030896	0.0092933	0.569493	258	3	-4.9113	0.64827	0.68125	1.0	12495	1	2.0387
Wars2	3	0.0031212	0.010007	0.569493	259	3	-5.3828	0.97894	0.9904	1.0	19055	0	0
Gpr119	3	0.0031395	0.010007	0.569493	260	3	-5.6006	0.99686	0.99827	1.0	19517	0	0
Trex2	4	0.003175	0.0095992	0.569493	261	4	-4.1049	0.99683	0.99914	1.0	19516	0	0
Zcchc2	4	0.0031819	0.0097288	0.569493	262	3	-4.6678	0.45168	0.51881	1.0	9569	1	3
Gsdmc3	4	0.0032007	0.0098579	0.569493	263	1	-7.9049	0.35639	0.47374	1.0	8479	1	3.1282
Hsdl1	4	0.0032108	0.0098584	0.569493	264	3	-6.4774	0.8289	0.8655	1.0	15942	0	0
Gas2	4	0.0032108	0.0098584	0.569493	265	3	-6.3345	0.71431	0.74875	1.0	13674	0	0
Krt27	4	0.0032304	0.0098757	0.569493	266	4	-5.5408	0.99677	0.99912	1.0	19515	0	0
Prpf39	4	0.0032304	0.0098757	0.569493	267	4	-5.083	0.99677	0.99912	1.0	19514	0	0
Mmp27	4	0.0032755	0.0098935	0.569493	268	3	-4.9968	0.91775	0.94859	1.0	17701	0	0
Plod3	4	0.0032993	0.0098935	0.569493	269	4	-4.9587	0.9967	0.9991	1.0	19513	0	0
Xkrx	4	0.0033072	0.0099176	0.569493	270	3	-6.6205	0.61143	0.64349	1.0	11915	1	2.0986
Mapk1	4	0.0033327	0.0099698	0.569493	271	4	-5.1104	0.98351	0.9923	1.0	19149	0	0
Fblim1	3	0.0033763	0.010385	0.569493	272	3	-6.2314	0.99662	0.99803	1.0	19512	0	0
Timd2	4	0.0033871	0.010003	0.569493	273	1	-7.8937	0.46638	0.52635	1.0	9763	1	2.6672
Glrx5	4	0.0033895	0.01001	0.569493	274	4	-5.1086	0.99661	0.99904	1.0	19511	0	0
Got2	4	0.0034766	0.010098	0.569493	275	4	-4.5214	0.99652	0.99903	1.0	19510	0	0
Cyp2j13	4	0.0034937	0.010135	0.569493	276	2	-7.0961	0.31256	0.44809	1.0	8008	1	4.1052
Oasl2	4	0.0034946	0.010135	0.569493	277	3	-4.7461	0.90623	0.93557	1.0	17445	0	0
Xbp1	4	0.0034946	0.010135	0.569493	278	2	-7.1305	0.45154	0.51881	1.0	9566	1	3.0063
Nol3	4	0.0034946	0.010135	0.569493	279	2	-4.6435	0.92769	0.95647	1.0	17914	0	0
Nudcd1	4	0.0034946	0.010135	0.569493	280	3	-5.7304	0.22733	0.35319	1.0	6477	1	4.3341
Padi2	4	0.0035623	0.010155	0.569493	281	4	-4.8952	0.99644	0.99897	1.0	19506	0	0
Wrap53	4	0.0035623	0.010155	0.569493	282	4	-5.3063	0.99644	0.99897	1.0	19507	0	0
Pam16	4	0.0035623	0.010155	0.569493	283	4	-4.8878	0.99644	0.99897	1.0	19509	0	0
Nsmce1	4	0.0035623	0.010155	0.569493	284	4	-5.0275	0.99644	0.99897	1.0	19508	0	0
Ndufa11	4	0.0035623	0.010155	0.569493	285	4	-5.3347	0.99644	0.99897	1.0	19505	0	0
Olfr1414	4	0.0035736	0.012041	0.569493	286	4	-3.923	0.97147	0.98408	1.0	18868	0	0
Serpinb6a	4	0.0036153	0.013908	0.569493	287	3	-4.9067	0.87086	0.90202	1.0	16743	0	0
Trmt1	4	0.0036153	0.013908	0.569493	288	4	-5.5677	0.99512	0.99825	1.0	19477	0	0
Fdx1	4	0.0036388	0.013928	0.569493	289	4	-5.4062	0.99636	0.99892	1.0	19504	0	0
Akap10	3	0.0036407	0.010385	0.569493	290	3	-5.0807	0.96524	0.98271	1.0	18721	0	0
Pus7l	2	0.0036685	0.0063893	0.569493	291	1	-7.7609	0.11971	0.15839	0.928178	4044	1	4.4392
Csn1s1	4	0.0037067	0.013967	0.569493	292	3	-5.3887	0.66581	0.69639	1.0	12791	1	1.868
Zbed5	4	0.0037067	0.013967	0.569493	293	1	-7.8749	0.13542	0.21746	1.0	4393	2	3.4585
Tsen34	4	0.0037323	0.013967	0.569493	294	4	-4.8387	0.99627	0.99887	1.0	19503	0	0
Kcnk4	4	0.0037465	0.014256	0.569493	295	4	-5.4107	0.99553	0.99845	1.0	19489	0	0
Plac8l1	4	0.0038133	0.014322	0.569493	296	3	-4.8945	0.29135	0.43315	1.0	7785	1	3.4519
Arid2	4	0.0038181	0.014322	0.569493	297	4	-5.2795	0.99618	0.99887	1.0	19502	0	0
Mtf2	4	0.0038214	0.014322	0.569493	298	4	-5.2095	0.99618	0.99887	1.0	19501	0	0
Asgr1	4	0.0038509	0.014348	0.569493	299	2	-7.1196	0.60392	0.63449	1.0	11785	1	2.2346
Gm7903	4	0.0038509	0.014348	0.569493	300	3	-4.7839	0.32633	0.45859	1.0	8152	1	3.7408
Krt6b	4	0.0038931	0.014349	0.569493	301	2	-4.7609	0.024893	0.058739	0.904148	1255	1	8.2953
Glrb	4	0.0038931	0.014349	0.569493	302	3	-3.6914	0.68226	0.71743	1.0	13087	1	1.8227
Ptcd3	4	0.0038967	0.014421	0.569493	303	3	-6.5988	0.66886	0.69639	1.0	12846	1	2.0498
Lvrn	4	0.0038967	0.014421	0.569493	304	3	-6.2968	0.89392	0.92443	1.0	17193	0	0
Scyl2	4	0.0039554	0.014513	0.569493	305	2	-6.9644	0.28829	0.43015	1.0	7745	1	4.0485
Il27ra	4	0.0039996	0.014514	0.569493	306	2	-4.0622	0.86366	0.89843	1.0	16602	0	0
Vipr1	4	0.0039996	0.014514	0.569493	307	3	-2.7651	0.63303	0.66018	1.0	12267	1	2.1366
Adgre4	4	0.0040479	0.014535	0.569493	308	4	-4.9067	0.99595	0.99879	1.0	19500	0	0
Rdx	4	0.0040537	0.014594	0.569493	309	4	-5.7372	0.9938	0.99767	1.0	19443	0	0
Men1	4	0.0040537	0.014594	0.569493	310	3	-4.6318	0.93016	0.95766	1.0	17955	0	0
Gls	4	0.0040537	0.014594	0.569493	311	4	-5.7858	0.99172	0.99671	1.0	19386	0	0
Cbfa2t3	4	0.0040668	0.01465	0.569493	312	4	-5.1199	0.99593	0.99874	1.0	19499	0	0
2300002M23Rik	4	0.0040714	0.01465	0.569493	313	3	-6.6099	0.41645	0.49933	1.0	9143	1	3.0807
Igsf9	4	0.0041317	0.014706	0.569493	314	4	-4.7093	0.99587	0.99867	1.0	19495	0	0
Nudcd2	4	0.0041317	0.014706	0.569493	315	4	-5.6078	0.99587	0.99867	1.0	19497	0	0
Nalcn	4	0.0041317	0.014706	0.569493	316	4	-5.0697	0.99587	0.99867	1.0	19498	0	0
Tbata	4	0.0041317	0.014706	0.569493	317	4	-4.9756	0.99587	0.99867	1.0	19496	0	0
Krt31	4	0.0041594	0.01476	0.569493	318	2	-5.3074	0.86669	0.8999	1.0	16652	0	0
Adgrf3	4	0.0041594	0.01476	0.569493	319	3	-4.5259	0.91871	0.94948	1.0	17729	0	0
Cd300lg	4	0.0041594	0.01476	0.569493	320	2	-3.9844	0.042323	0.099847	0.920867	1942	2	4.0206
Fkbp7	4	0.0042086	0.014841	0.569493	321	3	-6.3572	0.11274	0.18431	0.962199	3886	1	5.671
Ftsj2	4	0.0042332	0.014921	0.569493	322	4	-4.2784	0.99577	0.9986	1.0	19494	0	0
Usp42	4	0.0042549	0.014921	0.569493	323	4	-5.6445	0.99575	0.9986	1.0	19493	0	0
Tmed1	4	0.0043081	0.014922	0.569493	324	3	-5.0451	0.8933	0.92383	1.0	17180	0	0
Olfr913	4	0.0043081	0.014922	0.569493	325	2	-7.0706	0.75332	0.78701	1.0	14461	0	0
Rnf7	4	0.0043496	0.014946	0.569493	326	4	-4.3442	0.99565	0.99857	1.0	19491	0	0
Fars2	4	0.0043496	0.014946	0.569493	327	4	-5.4407	0.99565	0.99857	1.0	19490	0	0
Tubd1	4	0.0043704	0.015013	0.569493	328	3	-6.6063	0.20243	0.31713	1.0	5911	1	4.3407
Pcdhga8	4	0.0043704	0.015013	0.569493	329	4	-4.9899	0.97308	0.98497	1.0	18915	0	0
Mug1	2	0.0043747	0.0066947	0.569493	330	1	-7.711	0.31098	0.3302	1.0	7992	1	2.6827
Ifna9	3	0.0043998	0.010846	0.569493	331	2	-4.0119	0.55945	0.58989	1.0	11064	1	1.9707
Cyp2c55	4	0.0044256	0.015055	0.569493	332	4	-4.2737	0.98585	0.99373	1.0	19221	0	0
Gnpnat1	4	0.0044256	0.015055	0.569493	333	4	-4.0161	0.945	0.96779	1.0	18284	0	0
Ggt5	4	0.0044256	0.015055	0.569493	334	3	-6.3116	0.25212	0.37841	1.0	7030	1	4.135
Dusp1	4	0.0044256	0.015055	0.569493	335	1	-6.4079	0.34651	0.47219	1.0	8360	1	3.4562
Olfr794	4	0.0044256	0.015055	0.569493	336	2	-4.8682	0.15372	0.23975	1.0	4846	2	3.3761
Bclaf1	4	0.004431	0.015193	0.569493	337	2	-7.1853	0.26158	0.40162	1.0	7256	2	2.8618
Tmem254b	4	0.004431	0.015193	0.569493	338	3	-6.4552	0.025967	0.06009	0.904148	1303	1	7.0174
Pfdn1	4	0.004431	0.015193	0.569493	339	2	-6.9799	0.22401	0.34605	1.0	6399	2	2.3276
Lats1	4	0.0044561	0.015409	0.569493	340	3	-5.7057	0.3312	0.45859	1.0	8200	1	3.8191
Btbd7	4	0.004472	0.015409	0.569493	341	4	-5.3422	0.99553	0.99845	1.0	19488	0	0
Atp1a1	3	0.0044899	0.011044	0.569493	342	3	-5.5671	0.99551	0.99786	1.0	19487	0	0
Foxk2	3	0.0044899	0.011044	0.569493	343	3	-5.7599	0.99551	0.99786	1.0	19486	0	0
Alkbh8	4	0.0045296	0.015458	0.569493	344	3	-6.2789	0.79402	0.83189	1.0	15272	0	0
Yipf7	4	0.0045296	0.015458	0.569493	345	3	-6.5118	0.54586	0.58637	1.0	10873	1	2.6865
Ung	4	0.0045619	0.015493	0.569493	346	3	-3.7199	0.93639	0.96285	1.0	18094	0	0
Sorl1	4	0.0046119	0.015494	0.569493	347	3	-3.9331	0.89292	0.92383	1.0	17173	0	0
Olfr437	2	0.0046145	0.0070429	0.569493	348	2	-4.2789	0.85076	0.89575	1.0	16365	0	0
Haus7	4	0.0046269	0.01551	0.569493	349	4	-4.8977	0.99537	0.99832	1.0	19485	0	0
Exoc5	4	0.0046269	0.01551	0.569493	350	4	-4.9168	0.99537	0.99832	1.0	19484	0	0
Acadvl	4	0.0046917	0.015526	0.569493	351	3	-3.9511	0.67106	0.69792	1.0	12881	1	1.4812
Mageh1	4	0.0046917	0.015526	0.569493	352	3	-5.4027	0.75902	0.79091	1.0	14580	0	0
Naglu	4	0.0046926	0.015565	0.569493	353	4	-4.6717	0.96927	0.98313	1.0	18822	0	0
Vangl2	3	0.0047066	0.011108	0.569493	354	2	-7.0287	0.61241	0.64499	1.0	11926	0	0
Il6	4	0.0047141	0.015604	0.569493	355	3	-6.5171	0.87805	0.90905	1.0	16886	0	0
Kif26a	4	0.0047715	0.015605	0.569493	356	4	-4.1395	0.95057	0.97075	1.0	18401	0	0
Pax1	4	0.0048514	0.01564	0.569493	357	1	-3.8865	0.13084	0.2106	1.0	4280	1	5.2958
Adamts18	4	0.0048756	0.015814	0.569493	358	3	-6.5616	0.81614	0.85523	1.0	15672	0	0
Eefsec	4	0.0048807	0.015999	0.569493	359	4	-5.0004	0.99512	0.99825	1.0	19480	0	0
Ust	4	0.0048807	0.015999	0.569493	360	4	-4.9481	0.99512	0.99825	1.0	19482	0	0
Atp6v1c1	4	0.0048807	0.015999	0.569493	361	4	-4.6063	0.99512	0.99825	1.0	19478	0	0
Pex19	4	0.0048807	0.015999	0.569493	362	4	-5.3442	0.99512	0.99825	1.0	19479	0	0
4933402N22Rik	4	0.0048807	0.015999	0.569493	363	4	-5.0273	0.99512	0.99825	1.0	19481	0	0
Bdh1	4	0.0048819	0.016009	0.569493	364	3	-5.1762	0.90629	0.93557	1.0	17447	0	0
Lman2	4	0.0048819	0.016009	0.569493	365	3	-5.2732	0.90815	0.93762	1.0	17496	0	0
Wnt10b	4	0.0048819	0.016009	0.569493	366	4	-3.8241	0.94922	0.96958	1.0	18378	0	0
Pnpla3	4	0.0049578	0.016009	0.569493	367	4	-3.4544	0.9569	0.97383	1.0	18552	0	0
Baiap3	4	0.0049578	0.016009	0.569493	368	2	-6.6142	0.46406	0.52485	1.0	9742	1	2.9443
Rtn4	4	0.0049745	0.016032	0.569493	369	4	-5.1632	0.99503	0.9982	1.0	19476	0	0
Rbks	4	0.0050346	0.016058	0.569493	370	3	-6.5455	0.87594	0.90695	1.0	16833	0	0
Pacs1	4	0.0050346	0.016058	0.569493	371	3	-5.1833	0.79506	0.83189	1.0	15285	0	0
Lmcd1	4	0.0050346	0.016058	0.569493	372	3	-6.2639	0.44679	0.51429	1.0	9514	1	3.2247
Rnf41	4	0.0050346	0.016058	0.569493	373	3	-4.748	0.55584	0.59549	1.0	11014	1	2.429
Tdpoz1	4	0.0050693	0.01619	0.569493	374	3	-6.0441	0.80097	0.84243	1.0	15393	0	0
Ppp2r2a	4	0.0050693	0.01619	0.569493	375	3	-6.026	0.080425	0.1489	0.920867	3088	1	5.0262
Acsm1	4	0.0050908	0.016281	0.569493	376	2	-4.4916	0.27067	0.41332	1.0	7472	1	3.8018
Olfr1278	4	0.0050908	0.016281	0.569493	377	2	-4.1516	0.43627	0.5113	1.0	9387	1	2.6464
Baiap2	4	0.0050908	0.016281	0.569493	378	3	-3.1038	0.85823	0.89538	1.0	16511	0	0
Cox10	4	0.005156	0.0163	0.569493	379	4	-4.718	0.99484	0.9981	1.0	19471	0	0
Thoc6	4	0.005156	0.0163	0.569493	380	4	-4.7448	0.99484	0.9981	1.0	19473	0	0
Mrps18a	4	0.005156	0.0163	0.569493	381	4	-5.0888	0.99484	0.9981	1.0	19474	0	0
Bdp1	4	0.005156	0.0163	0.569493	382	4	-5.3251	0.99484	0.9981	1.0	19475	0	0
Serp1	4	0.005156	0.0163	0.569493	383	4	-4.6697	0.99484	0.9981	1.0	19472	0	0
Rbbp8nl	4	0.005194	0.016319	0.569493	384	2	-4.6511	0.72412	0.75456	1.0	13859	0	0
Hykk	4	0.005194	0.016319	0.569493	385	2	-6.9443	0.1424	0.22432	1.0	4558	2	2.7267
Ftsj1	4	0.005194	0.016319	0.569493	386	3	-5.2997	0.67912	0.71293	1.0	13038	1	1.868
Tmem233	4	0.0051972	0.016319	0.569493	387	1	-7.821	0.43944	0.51285	1.0	9421	1	2.7421
Adat2	3	0.0052377	0.011405	0.569493	388	3	-5.5035	0.99476	0.99765	1.0	19469	0	0
Fam73b	3	0.0052377	0.011405	0.569493	389	3	-5.7892	0.99476	0.99765	1.0	19470	0	0
Gm11237	3	0.0052377	0.011405	0.569493	390	3	-5.6316	0.99476	0.99765	1.0	19468	0	0
Ednrb	4	0.0052504	0.016319	0.569493	391	3	-5.3066	0.89123	0.92199	1.0	17138	0	0
Dsn1	4	0.005259	0.016319	0.569493	392	4	-5.0906	0.99474	0.99808	1.0	19467	0	0
Socs4	4	0.0052763	0.016319	0.569493	393	4	-5.1771	0.99472	0.99808	1.0	19466	0	0
Ugdh	4	0.0052763	0.016319	0.569493	394	4	-4.7149	0.99472	0.99808	1.0	19465	0	0
Oser1	4	0.005277	0.016368	0.569493	395	4	-4.7419	0.94594	0.96841	1.0	18300	0	0
Ggct	4	0.005277	0.016368	0.569493	396	3	-4.4197	0.93258	0.96031	1.0	18004	0	0
Rhot1	4	0.005277	0.016368	0.569493	397	4	-4.7532	0.97227	0.98462	1.0	18887	0	0
Rtn4ip1	4	0.0053014	0.016455	0.569493	398	4	-4.9372	0.9947	0.99804	1.0	19464	0	0
Mex3c	4	0.0053302	0.016456	0.569493	399	3	-4.8841	0.68918	0.72496	1.0	13224	1	1.7597
Tmem210	4	0.0053302	0.016456	0.569493	400	2	-7.0251	0.41195	0.49627	1.0	9082	1	3.4091
Atoh1	4	0.0053583	0.016728	0.569493	401	4	-5.283	0.99464	0.99804	1.0	19463	0	0
Kat7	3	0.005439	0.011645	0.569493	402	3	-5.7581	0.99456	0.99759	1.0	19462	0	0
Ms4a2	4	0.0054632	0.016763	0.569493	403	1	-7.8092	0.74974	0.78443	1.0	14383	0	0
Gm9047	4	0.0054632	0.016763	0.569493	404	3	-4.5658	0.49049	0.5443	1.0	10080	1	2.7855
Myg1	4	0.0054745	0.016763	0.569493	405	4	-5.1684	0.99453	0.998	1.0	19461	0	0
Zfp770	4	0.00549	0.016763	0.569493	406	4	-5.2896	0.98793	0.99513	1.0	19279	0	0
Fbn1	4	0.00549	0.016763	0.569493	407	3	-5.7803	0.91352	0.94306	1.0	17623	0	0
2700097O09Rik	4	0.00549	0.016763	0.569493	408	4	-5.37	0.99359	0.99763	1.0	19438	0	0
Jam3	4	0.00549	0.016763	0.569493	409	3	-5.7413	0.11552	0.18598	0.962199	3946	1	5.5716
Hist1h2ah	3	0.0054977	0.011674	0.569493	410	3	-4.6154	0.95873	0.97784	1.0	18591	0	0
Tnmd	4	0.0055271	0.016887	0.569493	411	3	-4.9895	0.85539	0.89239	1.0	16458	0	0
1110059E24Rik	4	0.0055271	0.016887	0.569493	412	2	-6.1939	0.1607	0.249	1.0	5001	2	2.6452
Tnfrsf25	4	0.0055271	0.016887	0.569493	413	3	-5.2873	0.34721	0.47219	1.0	8371	1	3.6886
Ildr2	4	0.0055961	0.017011	0.569493	414	1	-7.8052	0.07013	0.13844	0.920867	2838	2	3.9596
Qrich2	4	0.0055961	0.017011	0.569493	415	1	-7.8052	0.43559	0.5113	1.0	9379	1	2.4978
Phf19	4	0.0056271	0.01704	0.569493	416	4	-4.8167	0.99437	0.99797	1.0	19460	0	0
Gm13275	3	0.0056523	0.012093	0.569493	417	3	-5.5558	0.99435	0.99752	1.0	19458	0	0
Oxsm	3	0.0056523	0.012093	0.569493	418	3	-5.5558	0.99435	0.99752	1.0	19459	0	0
Ndnf	4	0.0056772	0.01704	0.569493	419	4	-5.0322	0.98679	0.99452	1.0	19245	0	0
Mmd	4	0.0057254	0.017074	0.569493	420	4	-4.9194	0.99427	0.99793	1.0	19457	0	0
Pde5a	4	0.0057291	0.017074	0.569493	421	3	-5.855	0.87119	0.90346	1.0	16749	0	0
Efhd2	4	0.0057291	0.017074	0.569493	422	1	-7.8013	0.039407	0.091546	0.920867	1835	2	4.8269
Defb9	4	0.0057291	0.017074	0.569493	423	2	-6.6313	0.7671	0.79966	1.0	14754	0	0
Kdelc2	4	0.0057341	0.017074	0.569493	424	3	-5.8048	0.6557	0.68729	1.0	12627	1	2.0924
Kif13a	4	0.0057341	0.017074	0.569493	425	3	-5.0265	0.45808	0.52034	1.0	9667	1	2.7172
Strn3	4	0.0057341	0.017074	0.569493	426	2	-6.9121	0.13225	0.21247	1.0	4317	1	5.7457
Mmel1	3	0.0057371	0.012093	0.569493	427	3	-4.9543	0.95427	0.97423	1.0	18497	0	0
Ilf2	4	0.0058171	0.017088	0.569493	428	4	-4.8354	0.99418	0.99791	1.0	19451	0	0
Rptor	4	0.0058171	0.017088	0.569493	429	4	-5.2394	0.99418	0.99791	1.0	19456	0	0
Tiprl	4	0.0058171	0.017088	0.569493	430	4	-5.1723	0.99418	0.99791	1.0	19452	0	0
Ppargc1a	4	0.0058171	0.017088	0.569493	431	4	-4.9573	0.99418	0.99791	1.0	19454	0	0
Urb1	4	0.0058171	0.017088	0.569493	432	4	-4.4284	0.99418	0.99791	1.0	19453	0	0
Stx4a	3	0.0058336	0.012094	0.569493	433	2	-6.7398	0.59665	0.63253	1.0	11650	0	-0.69164
Obfc1	4	0.0058509	0.017103	0.569493	434	4	-5.4592	0.99103	0.99628	1.0	19356	0	0
Sdsl	4	0.0058509	0.017103	0.569493	435	4	-5.3691	0.97846	0.98958	1.0	19042	0	0
Erbb2ip	4	0.005862	0.017103	0.569493	436	2	-4.6356	0.76056	0.79341	1.0	14612	0	0
Actr8	3	0.0058737	0.012094	0.569493	437	3	-5.828	0.99413	0.99752	1.0	19450	0	0
Plekha5	4	0.005923	0.017248	0.569493	438	2	-7.0859	0.76508	0.79842	1.0	14712	0	0
Lrp10	4	0.005923	0.017248	0.569493	439	4	-5.4299	0.99138	0.99657	1.0	19365	0	0
Lig3	4	0.0059843	0.017435	0.569493	440	4	-4.7259	0.99402	0.99784	1.0	19449	0	0
Zfp160	4	0.0060304	0.017505	0.569493	441	4	-4.2952	0.99397	0.99776	1.0	19448	0	0
Tubb2b	4	0.0060481	0.017505	0.569493	442	3	-5.8936	0.29944	0.43921	1.0	7874	1	3.8203
Rnf2	4	0.0060481	0.017505	0.569493	443	3	-3.9443	0.76135	0.79471	1.0	14623	0	0
Sh3gl2	4	0.0060481	0.017505	0.569493	444	3	-3.7713	0.92935	0.95687	1.0	17936	0	0
Vmn1r199	4	0.0060481	0.017505	0.569493	445	2	-7.0033	0.046745	0.10716	0.920867	2119	1	6.1047
Vmn1r40	4	0.0060626	0.017595	0.569493	446	3	-5.9542	0.29588	0.43769	1.0	7835	1	4.1524
Gm15299	4	0.0060626	0.017595	0.569493	447	4	-5.3314	0.95462	0.97231	1.0	18499	0	0
Olfr906	4	0.0060785	0.017725	0.569493	448	4	-3.4729	0.99392	0.99771	1.0	19447	0	0
Zic4	4	0.006082	0.017725	0.569493	449	4	-5.0589	0.99392	0.99771	1.0	19446	0	0
Styxl1	3	0.0060962	0.012503	0.569493	450	1	-3.8377	0.031038	0.065978	0.904148	1498	1	6.3124
Sqstm1	4	0.006127	0.017725	0.569493	451	2	-6.8686	0.26141	0.40162	1.0	7251	2	2.7937
Lmtk2	4	0.0061956	0.017762	0.569493	452	4	-5.4599	0.9938	0.99767	1.0	19445	0	0
Ndufs1	4	0.0061956	0.017762	0.569493	453	4	-4.6405	0.9938	0.99767	1.0	19444	0	0
Ssbp1	4	0.0061956	0.017762	0.569493	454	4	-4.936	0.9938	0.99767	1.0	19441	0	0
Tmx2	4	0.0061956	0.017762	0.569493	455	4	-4.8996	0.9938	0.99767	1.0	19442	0	0
Sult2a1	4	0.0062608	0.017798	0.569493	456	3	-3.4204	0.86933	0.90129	1.0	16708	0	0
Slx	4	0.0062608	0.017798	0.569493	457	2	-6.9645	0.45524	0.51881	1.0	9628	1	3.2332
Mga	4	0.0062608	0.017798	0.569493	458	3	-3.5969	0.84315	0.88359	1.0	16216	0	0
Insm2	4	0.0062782	0.017847	0.569493	459	3	-6.4401	0.92079	0.95121	1.0	17766	0	0
Exosc7	3	0.0062996	0.012735	0.569493	460	3	-5.6015	0.9937	0.99749	1.0	19440	0	0
Musk	3	0.0062996	0.012735	0.569493	461	3	-6.0808	0.9937	0.99749	1.0	19439	0	0
Fam111a	4	0.0063219	0.017896	0.569493	462	2	-6.8755	0.26224	0.40294	1.0	7274	2	2.6349
Hist2h4	4	0.0063219	0.017896	0.569493	463	2	-7.0006	0.36601	0.47679	1.0	8575	1	3.4735
Selp	4	0.0064734	0.017896	0.569493	464	2	-2.6567	0.19492	0.31208	1.0	5744	1	4.9048
Slco4c1	4	0.0064734	0.017896	0.569493	465	1	-7.7853	0.056092	0.12944	0.920867	2497	3	2.2015
Cdkn3	4	0.0064734	0.017896	0.569493	466	3	-5.5909	0.8807	0.91499	1.0	16931	0	0
Gdi2	4	0.0064734	0.017896	0.569493	467	4	-4.8123	0.93827	0.96387	1.0	18133	0	0
Olfr1487	4	0.0064734	0.017896	0.569493	468	3	-4.574	0.64387	0.67673	1.0	12423	1	1.8484
Mettl23	4	0.0064955	0.018001	0.569493	469	3	-6.3049	0.88895	0.92136	1.0	17084	0	0
Rad9b	4	0.0064955	0.018001	0.569493	470	3	-6.1227	0.60912	0.642	1.0	11867	1	2.2432
1810022K09Rik	3	0.0065313	0.01276	0.569493	471	3	-5.7141	0.99347	0.99746	1.0	19436	0	0
Eif5b	3	0.0065313	0.01276	0.569493	472	3	-5.246	0.99347	0.99746	1.0	19434	0	0
Slc25a1	3	0.0065313	0.01276	0.569493	473	3	-5.3076	0.99347	0.99746	1.0	19435	0	0
Ndufb8	3	0.0065313	0.01276	0.569493	474	3	-5.5327	0.99347	0.99746	1.0	19437	0	0
Tas2r105	4	0.00654	0.018283	0.569493	475	2	-6.9368	0.62896	0.6587	1.0	12204	1	2.4184
Lzts3	4	0.00654	0.018283	0.569493	476	3	-4.2812	0.93408	0.96139	1.0	18038	0	0
Tas2r119	4	0.00654	0.018283	0.569493	477	3	-4.7257	0.63343	0.66167	1.0	12274	1	2.0006
Ccdc14	4	0.00654	0.018283	0.569493	478	4	-4.5215	0.97093	0.98388	1.0	18854	0	0
Foxk1	4	0.00654	0.018283	0.569493	479	3	-4.9728	0.88206	0.91566	1.0	16964	0	0
Arpc1a	4	0.00654	0.018283	0.569493	480	2	-6.8715	0.26794	0.41046	1.0	7412	2	1.8348
Olfr1036	4	0.00654	0.018283	0.569493	481	4	-4.6608	0.99065	0.99616	1.0	19348	0	0
Gm4187	3	0.0065549	0.01276	0.569493	482	2	-6.8021	0.075543	0.11775	0.920867	2958	1	5.3499
Serinc5	4	0.0066151	0.018423	0.569493	483	4	-3.6222	0.99338	0.99758	1.0	19429	0	0
Aanat	4	0.0066151	0.018423	0.569493	484	4	-3.5327	0.99338	0.99758	1.0	19431	0	0
Mical3	4	0.0066151	0.018423	0.569493	485	4	-5.3115	0.99338	0.99758	1.0	19430	0	0
Btf3	4	0.0066151	0.018423	0.569493	486	4	-3.9776	0.99338	0.99758	1.0	19432	0	0
Llph	4	0.0066151	0.018423	0.569493	487	4	-4.5465	0.99338	0.99758	1.0	19433	0	0
Tapt1	4	0.0066151	0.018423	0.569493	488	4	-5.0198	0.99338	0.99758	1.0	19428	0	0
Tmtc4	4	0.006686	0.018424	0.569493	489	1	-7.7812	0.048844	0.11283	0.920867	2200	3	2.7404
Il10	4	0.006686	0.018424	0.569493	490	1	-7.7812	0.13582	0.21746	1.0	4403	2	3.5303
