"id","HumanGene"
"Gadd45a","GADD45A"
"Ddit3","DDIT3"
"Ddn","DDN"
"Ddost","DDOST"
"Ddt","DDT"
"Dhx15","DHX15"
"Ddx3x","DDX3X"
"Ddx4","DDX4"
"Ddx5","DDX5"
"Ddx6","DDX6"
"Dhx9","DHX9"
"Defb1","DEFB1"
"Defa29","DEFA1B"
"Defa-rs10","DEFA5"
"Defa-rs12","DEFA5"
"Defa-rs2","DEFA5"
"Defa31","DEFA1B"
"Defa10","DEFA1B"
"Defa11","DEFA1B"
"Defa13","DEFA1B"
"Defa14","DEFA6"
"Defa15","DEFA1B"
"Defa16","DEFA1B"
"Defa25","DEFA1B"
"Defa3","DEFA1"
"Defa4","DEFA4"
"Defa5","DEFA1B"
"Defa6","DEFA3"
"Defa7","DEFA1B"
"Defa8","DEFA1B"
"Defa9","DEFA1B"
"Degs1","DEGS1"
"Slc29a2","SLC29A2"
"Twist2","TWIST2"
"Des","DES"
"Dffa","DFFA"
"Ackr1","ACKR1"
"Dgat1","DGAT1"
"Dgcr6","DGCR6"
"Dgcr2","DGCR2"
"Slc25a1","SLC25A1"
"Dhcr7","DHCR7"
"Dhfr","DHFR"
"Dhh","DHH"
"Diaph1","DIAPH1"
"Dffb","DFFB"
"Dio1","DIO1"
"Dio2","DIO2"
"Dkk1","DKK1"
"Dld","DLD"
"Dlg1","DLG1"
"Mpp3","MPP3"
"Dlg4","DLG4"
"Dlk1","DLK1"
"Dll1","DLL1"
"Dll3","DLL3"
"Dlx1","DLX1"
"Dlx2","DLX2"
"Dlx3","DLX3"
"Dlx4","DLX4"
"Dlx5","DLX5"
"Dlx6","DLX6"
"Dmpk","DMPK"
"Dmwd","DMWD"
"Dmc1","DMC1"
"Dmd","DMD"
"Dmp1","DMP1"
"Tmc1","TMC1"
"Dnah11","DNAH11"
"Dnah8","DNAH8"
"Dnajc1","DNAJC1"
"Dnase1","DNASE1"
"Dnase1l3","DNASE1L3"
"Dnase2a","DNASE2"
"Dync1h1","DYNC1H1"
"Dync1i1","DYNC1I1"
"Dync1i2","DYNC1I2"
"Dnm1","DNM1"
"Dnm2","DNM2"
"Dnmt1","DNMT1"
"Trdmt1","TRDMT1"
"Dnmt3a","DNMT3A"
"Dnmt3b","DNMT3B"
"Dnpep","DNPEP"
"Cdk2ap1","CDK2AP1"
"Doc2a","DOC2A"
"Doc2b","DOC2B"
"Dok1","DOK1"
"Dok2","DOK2"
"Reep5","REEP5"
"Dpagt1","DPAGT1"
"Dpep1","DPEP1"
"Dpm1","DPM1"
"Dpm2","DPM2"
"Dpp4","DPP4"
"Dpp6","DPP6"
"Dr1","DR1"
"Slc26a3","SLC26A3"
"Drd1","DRD1"
"Drd2","DRD2"
"Drd3","DRD3"
"Drd4","DRD4"
"Drd5","DRD5"
"Drg1","DRG1"
"Drg2","DRG2"
"Arid3a","ARID3A"
"Drp2","DRP2"
"Atn1","ATN1"
"Dsc1","DSC1"
"Dsc2","DSC2"
"Dsc3","DSC3"
"Dscam","DSCAM"
"Dsg1a","DSG1"
"Dsg2","DSG2"
"Dsg3","DSG3"
"Epyc","EPYC"
"Dst","DST"
"Slc26a2","SLC26A2"
"Adam28","ADAM28"
"Adam18","ADAM18"
"Adam24","ADAM24P"
"Dtna","DTNA"
"Dtnb","DTNB"
"Prl8a2","PRL"
"Usp17la","USP17L1"
"Usp17lc","USP17L13"
"Dusp2","DUSP2"
"Dvl1","DVL1"
"Dvl2","DVL2"
"Dvl3","DVL3"
"Dyrk1a","DYRK1A"
"Dyrk1b","DYRK1B"
"E2f1","E2F1"
"E2f3","E2F3"
"E2f5","E2F5"
"E4f1","E4F1"
"Ear1","RNASE2"
"Ear2","RNASE2"
"Mapre1","MAPRE1"
"Lefty1","LEFTY1"
"Ebf1","EBF1"
"Ebf2","EBF2"
"Ebf3","EBF3"
"Ebp","EBP"
"Ecel1","ECEL1"
"Ecm1","ECM1"
"Sparcl1","SPARCL1"
"Opn3","OPN3"
"Ect2","ECT2"
"Eda","EDA"
"Edar","EDAR"
"S1pr1","S1PR1"
"S1pr3","S1PR3"
"S1pr4","S1PR4"
"Edil3","EDIL3"
"Edn1","EDN1"
"Edn2","EDN2"
"Edn3","EDN3"
"Ednra","EDNRA"
"Ednrb","EDNRB"
"Phc1","PHC1"
"Eed","EED"
"Eef1a1","EEF1A1"
"Eef1a2","EEF1A2"
"Eef2","EEF2"
"Eef2k","EEF2K"
"Efna1","EFNA1"
"Efna2","EFNA2"
"Efna3","EFNA3"
"Efna4","EFNA4"
"Efna5","EFNA5"
"Efnb1","EFNB1"
"Efnb2","EFNB2"
"Efnb3","EFNB3"
"Efs","EFS"
"Egf","EGF"
"Klk1b22","KLK3"
"Egfbp2","KLK1"
"Klk1b9","KLK3"
"Egfr","EGFR"
"Rhbdf1","RHBDF1"
"Egr1","EGR1"
"Egr2","EGR2"
"Egr3","EGR3"
"Egr4","EGR4"
"Ehd1","EHD1"
"Ehf","EHF"
"Ei24","EI24"
"Eif1a","EIF1AX"
"Eif2s1","EIF2S1"
"Eif2ak3","EIF2AK3"
"Eif2b4","EIF2B4"
"Eif3a","EIF3A"
"Ddx19a","DDX19A"
"Eif4a1","EIF4A1"
"Eif4a2","EIF4A2"
"Eif4e","EIF4E"
"Eif4ebp1","EIF4EBP1"
"Eif4ebp2","EIF4EBP2"
"Eif4g2","EIF4G2"
"Cela2a","CELA2A"
"Elf1","ELF1"
"Elf3","ELF3"
"Elf5","ELF5"
"Elk1","ELK1"
"Elk3","ELK3"
"Elk4","ELK4"
"Ell","ELL"
"Eln","ELN"
"Aimp1","AIMP1"
"Emb","EMB"
"Emd","EMD"
"Mark2","MARK2"
"Emp1","EMP1"
"Emp2","EMP2"
"Emp3","EMP3"
"Adgre1","ADGRE1"
"Emx1","EMX1"
"Emx2","EMX2"
"En1","EN1"
"En2","EN2"
"Enah","ENAH"
"Enam","ENAM"
"Enc1","ENC1"
"Endog","ENDOG"
"Eng","ENG"
"Eno1","ENO1"
"Eno2","ENO2"
"Eno3","ENO3"
"Enpep","ENPEP"
"Eomes","EOMES"
"Epas1","EPAS1"
"Epb41l1","EPB41L1"
"Epb41l2","EPB41L2"
"Epb41l3","EPB41L3"
"Epb41l4a","EPB41L4A"
"Epb42","EPB42"
"Dmtn","DMTN"
"Stom","STOM"
"Epc1","EPC1"
"Epha1","EPHA1"
"Epha2","EPHA2"
"Epha3","EPHA3"
"Epha4","EPHA4"
"Epha5","EPHA5"
"Epha6","EPHA6"
"Epha7","EPHA7"
"Epha8","EPHA8"
"Ephb2","EPHB2"
"Ephb3","EPHB3"
"Ephb4","EPHB4"
"Ephb6","EPHB6"
"Ephx1","EPHX1"
"Ephx2","EPHX2"
"Stx2","STX2"
"Epm2a","EPM2A"
"Epn1","EPN1"
"Epn2","EPN2"
"Epo","EPO"
"Epor","EPOR"
"Eps15","EPS15"
"Eps15l1","EPS15L1"
"Eps8","EPS8"
"Epx","EPX"
"Nr2f6","NR2F6"
"Nr2f1","NR2F1"
"Erbb2","ERBB2"
"Erbb3","ERBB3"
"Erbb4","ERBB4"
"Ercc1","ERCC1"
"Ercc2","ERCC2"
"Ercc3","ERCC3"
"Ereg","EREG"
"Erf","ERF"
"Erg","ERG"
"Erh","ERH"
"Ces1c","CES1"
"Esd","ESD"
"Ces1e","CES1"
"Ces3b","CES3"
"Ptprv","PTPRVP"
"Amz2","AMZ2"
"Gnb1l","GNB1L"
"Esr1","ESR1"
"Esr2","ESR2"
"Esx1","ESX1"
"Smarcad1","SMARCAD1"
"Khdrbs3","KHDRBS3"
"Fgd6","FGD6"
"Drosha","DROSHA"
"Chchd2","CHCHD2"
"Celf2","CELF2"
"Etv2","ETV2"
"Etv1","ETV1"
"Etv6","ETV6"
"Mpzl2","MPZL2"
"Mecom","MECOM"
"Evi2a","EVI2A"
"Evi5","EVI5"
"Bcl11a","BCL11A"
"Evl","EVL"
"Evpl","EVPL"
"Evx1","EVX1"
"Evx2","EVX2"
"Ewsr1","EWSR1"
"Ext1","EXT1"
"Ext2","EXT2"
"Eya1","EYA1"
"Eya2","EYA2"
"Eya3","EYA3"
"Eya4","EYA4"
"Ezh1","EZH1"
"Ezh2","EZH2"
"Sfxn1","SFXN1"
"F10","F10"
"F13b","F13B"
"F2","F2"
"F2r","F2R"
"F2rl1","F2RL1"
"F2rl2","F2RL2"
"F2rl3","F2RL3"
"F3","F3"
"F5","F5"
"F7","F7"
"F8","F8"
"F8a","F8A2"
"F9","F9"
"Faah","FAAH"
"Fabp3","FABP3"
"Fabp2","FABP2"
"Fabp1","FABP1"
"Acsl1","ACSL1"
"Fadd","FADD"
"Ptk2","PTK2"
"Faf1","FAF1"
"Fah","FAH"
"Fscn1","FSCN1"
"Fanca","FANCA"
"Fancc","FANCC"
"Fap","FAP"
"Fas","FAS"
"Fasl","FASLG"
"Fasn","FASN"
"Srsf10","SRSF10"
"Foxh1","FOXH1"
"Fat1","FAT1"
"Fau","FAU"
"Fbl","FBL"
"Fbln1","FBLN1"
"Fbln2","FBLN2"
"Fbn1","FBN1"
"Fbn2","FBN2"
"Fbp2","FBP2"
"Fbp1","FBP1"
"Fbrs","FBRS"
"Fcer1a","FCER1A"
"Ms4a2","MS4A2"
"Fcer1g","FCER1G"
"Fcer2a","FCER2"
"Fcgr1","FCGR1A"
"Fcgr2b","FCGR2B"
"Fcgr3","FCGR2A"
"Fcgrt","FCGRT"
"Fcna","FCN1"
"Fcnb","FCN1"
"Fdft1","FDFT1"
"Fdx1","FDX1"
"Fdxr","FDXR"
"Fech","FECH"
"Fem1a","FEM1A"
"Fem1b","FEM1B"
"Fen1","FEN1"
"Fer","FER"
"Fes","FES"
"Lgr5","LGR5"
"Fga","FGA"
"Fgd1","FGD1"
"Fgf1","FGF1"
"Fgf10","FGF10"
"Fgf11","FGF11"
"Fgf12","FGF12"
"Fgf13","FGF13"
"Fgf14","FGF14"
"Fgf15","FGF19"
"Fgf17","FGF17"
"Fgf18","FGF18"
"Fgf2","FGF2"
"Fgf3","FGF3"
"Fgf4","FGF4"
"Fgf5","FGF5"
"Fgf6","FGF6"
"Fgf7","FGF7"
"Fgf8","FGF8"
"Fgf9","FGF9"
"Fgfbp1","FGFBP1"
"Fgfr1","FGFR1"
"Fgfr2","FGFR2"
"Fgfr3","FGFR3"
"Fgfr4","FGFR4"
"Akr1b8","AKR1B10"
"Fgl2","FGL2"
"Fgr","FGR"
"Fh1","FH"
"Fhit","FHIT"
"Fhl1","FHL1"
"Fhl2","FHL2"
"Fhl3","FHL3"
"Fhl4","FHL1"
"Il4i1","IL4I1"
"Vegfd","VEGFD"
"Ppm1g","PPM1G"
"Smc2","SMC2"
"Sh3pxd2a","SH3PXD2A"
"Ccn2","CCN2"
"Fjx1","FJX1"
"Fkbp1a","FKBP1A"
"Fkbp1b","FKBP1B"
"Fkbp2","FKBP2"
"Fkbp4","FKBP4"
"Fkbp5","FKBP5"
"Fkbp10","FKBP10"
"Fkbp7","FKBP7"
"Fkbp8","FKBP8"
"Foxi1","FOXI1"
"Foxc2","FOXC2"
"Foxm1","FOXM1"
"Foxn2","FOXN2"
"Foxd4","FOXD4"
"Foxf2","FOXF2"
"Foxs1","FOXS1"
"Foxb2","FOXB2"
"Foxl1","FOXL1"
"Lpin1","LPIN1"
"Flg","FLG"
"Fli1","FLI1"
"Flii","FLII"
"Flot1","FLOT1"
"Flot2","FLOT2"
"Flt1","FLT1"
"Flt3","FLT3"
"Flt3l","FLT3LG"
"Flt4","FLT4"
"Fmn1","FMN1"
"Fmo1","FMO1"
"Fmo3","FMO3"
"Fmo5","FMO5"
"Fmod","FMOD"
"Fmr1","FMR1"
"Aff2","AFF2"
"Fn1","FN1"
"Fnbp1","FNBP1"
"Srgap2","SRGAP2"
"Fnta","FNTA"
"Folr1","FOLR1"
"Folr2","FOLR2"
"Fos","FOS"
"Fosb","FOSB"
"Fosl1","FOSL1"
"Fosl2","FOSL2"
"Fpgs","FPGS"
"Fpr2","FPR2"
"Fpr-rs3","FPR2"
"Fpr-rs4","FPR2"
"Fpr1","FPR1"
"Fpr3","FPR2"
"Frat1","FRAT1"
"Fxn","FXN"
"Ncs1","NCS1"
"Frg1","FRG1"
"Frk","FRK"
"Fshb","FSHB"
"Fshr","FSHR"
"Cidec","CIDEC"
"Brd2","BRD2"
"Fst","FST"
"Fstl1","FSTL1"
"Ftcd","FTCD"
"Fth1","FTH1"
"Ftl1","FTL"
"Ftl2-ps","FTL"
"Aktip","AKTIP"
"Fut1","FUT1"
"Fut2","FUT2"
"Fut4","FUT4"
"Fut7","FUT7"
"Fut9","FUT9"
"Timm10b","TIMM10B"
"Dtx1","DTX1"
"Fxr1","FXR1"
"Fyn","FYN"
"Fzd1","FZD1"
"Fzd3","FZD3"
"Fzd4","FZD4"
"Fzd5","FZD5"
"Fzd6","FZD6"
"Fzd7","FZD7"
"Fzd8","FZD8"
"Fzd9","FZD9"
"G0s2","G0S2"
"Xrcc6","XRCC6"
"Ganab","GANAB"
"G6pc2","G6PC2"
"G6pd2","G6PD"
"G6pdx","G6PD"
"Slc37a4","SLC37A4"
"Gaa","GAA"
"Gab1","GAB1"
"Gab2","GAB2"
"Gabpa","GABPA"
"Gabpb1","GABPB1"
"Gabra1","GABRA1"
"Gabra2","GABRA2"
"Gabra3","GABRA3"
"Gabra4","GABRA4"
"Gabra6","GABRA6"
"Gabrb1","GABRB1"
"Gabrb2","GABRB2"
"Gabrb3","GABRB3"
"Gabrd","GABRD"
"Gabre","GABRE"
"Gabrg1","GABRG1"
"Gabrg2","GABRG2"
"Gabrg3","GABRG3"
"Gabrr1","GABRR1"
"Gabrr2","GABRR2"
"Slc6a12","SLC6A12"
"Slc6a13","SLC6A13"
"Gad1","GAD1"
"Gad2","GAD2"
"Gal","GAL"
"Galc","GALC"
"B4galnt1","B4GALNT1"
"B4galnt2","B4GALNT2"
"Galnt1","GALNT1"
"Galnt3","GALNT3"
"Galnt4","GALNT4"
"Galr1","GALR1"
"Galr2","GALR2"
"Galr3","GALR3"
"Galt","GALT"
"Gamt","GAMT"
"Gap43","GAP43"
"Gapdh","GAPDH"
"Gapdhs","GAPDHS"
"Gart","GART"
"Gas1","GAS1"
"Gas2","GAS2"
"Gas5","GAS5"
"Gas6","GAS6"
"Gas7","GAS7"
"Gast","GAST"
"Gata1","GATA1"
"Gata2","GATA2"
"Gata3","GATA3"
"Gata4","GATA4"
"Gata5","GATA5"
"Gata6","GATA6"
"Nipsnap2","NIPSNAP2"
"Gbp2b","GBP3"
"Gbp2","GBP2"
"Rabac1","RABAC1"
"Gbx2","GBX2"
"Gc","GC"
"Usp15","USP15"
"Mtpn","MTPN"
"Gcsam","GCSAM"
"Gcg","GCG"
"Gcgr","GCGR"
"Gch1","GCH1"
"Gcm1","GCM1"
"Bloc1s1","BLOC1S1"
"Kat2a","KAT2A"
"Nr6a1","NR6A1"
"Gcnt1","GCNT1"
"Gcnt2","GCNT2"
"Opn1mw","OPN1LW"
"Gda","GDA"
"Gdap1","GDAP1"
"Gdap2","GDAP2"
"Mrps33","MRPS33"
"Gpd1","GPD1"
"Gdf1","GDF1"
"Gdf10","GDF10"
"Gdf11","GDF11"
"Gdf3","GDF3"
"Gdf5","GDF5"
"Gdf9","GDF9"
"Gdi1","GDI1"
"Gdi2","GDI2"
"Arhgdig","ARHGDIG"
"Gpd2","GPD2"
"Gdnf","GDNF"
"Gem","GEM"
"Gfap","GFAP"
"Gfi1","GFI1"
"Gfi1b","GFI1B"
"Gfpt1","GFPT1"
"Gfpt2","GFPT2"
"Gfra1","GFRA1"
"Gfra2","GFRA2"
"Gfra3","GFRA3"
"Gfra4","GFRA4"
"Ggh","GGH"
"Ggps1","GGPS1"
"Ggta1","GGTA1"
"B4galt1","B4GALT1"
"Ggt1","GGT1"
"Gh","CSHL1"
"Ghr","GHR"
"Ghrh","GHRH"
"Ghrhr","GHRHR"
"Cblif","CBLIF"
"Tsc22d3","TSC22D3"
"Gip","GIP"
"Gpr83","GPR83"
"Gja1","GJA1"
"Gja10","GJA10"
"Gja3","GJA3"
"Gja4","GJA4"
"Gja5","GJA5"
"Gjc1","GJC1"
"Gja8","GJA8"
"Gjd2","GJD2"
"Gjb1","GJB1"
"Gjb2","GJB2"
"Gjb3","GJB3"
"Gjb4","GJB4"
"Gjb5","GJB5"
"Gjb6","GJB6"
"Gykl1","GK"
"Gk2","GK2"
"Ostm1","OSTM1"
"Gclc","GCLC"
"Gclm","GCLM"
"Gli1","GLI1"
"Gli2","GLI2"
"Gli3","GLI3"
"Galk1","GALK1"
"Glul","GLUL"
"Hagh","HAGH"
"Glp1r","GLP1R"
"Glra1","GLRA1"
"Glra4","GLRA4"
"Glrb","GLRB"
"Gls","GLS"
"Glud1","GLUD1"
"Glycam1","GLYCAM1"
"Slc6a9","SLC6A9"
"Gm2a","GM2A"
"Gnl1","GNL1"
"Gna11","GNA11"
"Gna12","GNA12"
"Gna13","GNA13"
"Gna14","GNA14"
"Gna15","GNA15"
"Gnai1","GNAI1"
"Gnai2","GNAI2"
"Gnai3","GNAI3"
"Gnal","GNAL"
"Gnao1","GNAO1"
"Gnaq","GNAQ"
"Gnas","GNAS"
"Gnat1","GNAT1"
"Gnat2","GNAT2"
"Gnaz","GNAZ"
"Gnb1","GNB1"
"Gnb2","GNB2"
"Rack1","RACK1"
"Gnb3","GNB3"
"Gnb4","GNB4"
"Gnb5","GNB5"
"Gngt1","GNGT1"
"Gng10","GNG10"
"Gng12","GNG12"
"Gng2","GNG2"
"Gng3","GNG3"
"Bscl2","BSCL2"
"Gng4","GNG4"
"Gng5","GNG5"
"Gng7","GNG7"
"Gng8","GNG8"
"Gngt2","GNGT2"
"Gnmt","GNMT"
"Gnpat","GNPAT"
"Gnrh1","GNRH1"
"Gnrhr","GNRHR"
"Got1","GOT1"
"Got2","GOT2"
"Gp1ba","GP1BA"
"Gp1bb","GP1BB"
"Lrp2","LRP2"
"Pdpn","PDPN"
"Lilrb4b","LILRB4"
"Lilrb4a","LILRB4"
"Gp5","GP5"
"Gpaa1","GPAA1"
"Gpam","GPAM"
"Gpc1","GPC1"
"Gpc3","GPC3"
"Gpc4","GPC4"
"Gpr12","GPR12"
"S1pr2","S1PR2"
"Gpr65","GPR65"
"Lpar1","LPAR1"
"Cmklr1","CMKLR1"
"Gpr3","GPR3"
"Gpi1","GPI"
"Pigq","PIGQ"
"Gpld1","GPLD1"
"Gpm6b","GPM6B"
"Gpr19","GPR19"
"Gpr27","GPR27"
"Gpr33","GPR33"
"Gpr37","GPR37"
"Ptgdr2","PTGDR2"
"Gpr50","GPR50"
"Adgrg1","ADGRG1"
"Nmur1","NMUR1"
"Lancl1","LANCL1"
"Grk4","GRK4"
"Grk5","GRK5"
"Gpx1","GPX1"
"Gpx2","GPX2"
"Gpx3","GPX3"
"Gpx5","GPX5"
"Gsr","GSR"
"Grb10","GRB10"
"Grb2","GRB2"
"Grb7","GRB7"
"Rhpn1","RHPN1"
"Gpr162","GPR162"
"P3h3","P3H3"
"Grcc10","C12orf57"
"Emg1","EMG1"
"Lpcat3","LPCAT3"
"Cdca3","CDCA3"
"Spsb2","SPSB2"
"Tle5","TLE5"
"Gria1","GRIA1"
"Gria2","GRIA2"
"Gria4","GRIA4"
"Grid1","GRID1"
"Grid2","GRID2"
"Grik1","GRIK1"
"Grik2","GRIK2"
"Grik3","GRIK3"
"Grik5","GRIK5"
"Grin1","GRIN1"
"Grin2a","GRIN2A"
"Grin2b","GRIN2B"
"Grin2c","GRIN2C"
"Grin2d","GRIN2D"
"Nr3c1","NR3C1"
"Grm1","GRM1"
"Grm8","GRM8"
"Grn","GRN"
"Cxcl1","CXCL2"
"Pdia3","PDIA3"
"Hspa5","HSPA5"
"Grpr","GRPR"
"Gsc","GSC"
"Gsg1","GSG1"
"Haspin","HASPIN"
"Gsx1","GSX1"
"Gsx2","GSX2"
"Gspt1","GSPT1"
"Gspt2","GSPT2"
"Gss","GSS"
"Gsta1","GSTA5"
"Gsta2","GSTA5"
"Gsta3","GSTA3"
"Gsta4","GSTA1"
"Gstm1","GSTM5"
"Gstm2","GSTM1"
"Gstm3","GSTM1"
"Gstm4","GSTM4"
"Gstm5","GSTM3"
"Gstm6","GSTM1"
"Gstp2","GSTP1"
"Gstp1","GSTP1"
"Gstt2","GSTT2"
"Gsto1","GSTO1"
"Gstz1","GSTZ1"
"Gtf2h1","GTF2H1"
"Gtf2h4","GTF2H4"
"Gtf2i","GTF2I"
"Cfap20","CFAP20"
"Trip12","TRIP12"
"Gtpbp1","GTPBP1"
"Gt(ROSA)26Sor","THUMPD3-AS1"
"Thumpd3","THUMPD3"
"Nkx6-2","NKX6-2"
"Guca1a","GUCA1A"
"Guca2a","GUCA2A"
"Guca2b","GUCA2B"
"Gucy2c","GUCY2C"
"Gucy2e","GUCY2D"
"Guk1","GUK1"
"Magi1","MAGI1"
"Gk","GK"
"Gypa","GYPA"
"Gys1","GYS1"
"Gzma","GZMA"
"Gzmb","GZMB"
"Gzmc","GZMB"
"Gzmd","GZMH"
"Gzme","GZMH"
"Gzmf","GZMH"
"Gzmg","GZMH"
"Gzmk","GZMK"
"H13","HM13"
"H1f3","H1-3"
"H1f0","H1F0"
"H2-Aa","HLA-DQA1"
"H2-Ab1","HLA-DQB1"
"Cfb","CFB"
"H2-Bl","HLA-A"
"H2-D1","HLA-A"
"H2-Eb1","HLA-DRB5"
"H2-K1","HLA-A"
"Pfdn6","PFDN6"
"Slc39a7","SLC39A7"
"Hsd17b8","HSD17B8"
"H2-M10.1","HLA-E"
"H2-M2","HLA-E"
"H2-M3","HLA-G"
"H2-M9","HLA-E"
"H2-DMa","HLA-DMA"
"H2-DMb1","HLA-DMB"
"H2-DMb2","HLA-DMB"
"H2-Oa","HLA-DOA"
"H2-Ob","HLA-DOB"
"H2-Q1","HLA-A"
"H2-Q10","HLA-A"
"H2-Q2","HLA-A"
"H2-Q4","HLA-A"
"H2-Q7","HLA-A"
"H2-Q8","HLA-A"
"H2-T22","HLA-E"
"H2-T23","HLA-E"
"H2-T24","HLA-A"
"H2-T3","HLA-A"
"Ifi44l","IFI44L"
"Mr1","MR1"
"H3c14","H3C13"
"H3f3a","H3F3A"
"H3f3b","H3F3A"
"Hadh","HADH"
"Hsd17b10","HSD17B10"
"Hal","HAL"
"Hand1","HAND1"
"Hand2","HAND2"
"Hao1","HAO1"
"Hap1","HAP1"
"Has1","HAS1"
"Has2","HAS2"
"Has3","HAS3"
"Hba-a1","HBA2"
"Hba-x","HBZ"
"Hbb","HBB"
"Hbb-b1","HBB"
"Hbb-b2","HBB"
"Hbb-bh1","HBE1"
"Hbb-y","HBG2"
"Hc","C5"
"Hccs","HCCS"
"Serpind1","SERPIND1"
"Hcfc1","HCFC1"
"Hck","HCK"
"Hcls1","HCLS1"
"Hcn1","HCN1"
"Hcn2","HCN2"
"Hcn3","HCN3"
"Ptpn6","PTPN6"
"Hcrt","HCRT"
"Hdac2","HDAC2"
"Hdac3","HDAC3"
"Hdac5","HDAC5"
"Hdac6","HDAC6"
"Hdc","HDC"
"Hdgf","HDGF"
"Hdgfl1","HDGFL1"
"Hdgfl2","HDGFL2"
"Htt","HTT"
"Hebp1","HEBP1"
"Hbegf","HBEGF"
"Hells","HELLS"
"Gml2","GML"
"Heph","HEPH"
"Herc2","HERC2"
"Hes1","HES1"
"Hes2","HES2"
"Hes3","HES3"
"Hes5","HES5"
"Hesx1","HESX1"
"Hexa","HEXA"
"Hexb","HEXB"
"Hey1","HEY1"
"Hey2","HEY2"
"Hfe","HFE"
"Foxn1","FOXN1"
"Foxq1","FOXQ1"
"Foxd3","FOXD3"
"Foxj1","FOXJ1"
"Foxf1","FOXF1"
"Foxg1","FOXG1"
"Foxd1","FOXD1"
"Hgd","HGD"
"Hgf","HGF"
"Mst1","MST1"
"Hgs","HGS"
"Hhex","HHEX"
"Hhip","HHIP"
"Mfsd14a","MFSD14A"
"Hic1","HIC1"
"Hif1a","HIF1A"
"Hint1","HINT1"
"Hipk1","HIPK1"
"Hipk2","HIPK2"
"Hipk3","HIPK3"
"Hira","HIRA"
"H2ac18","H2AC18"
"H2ax","H2AX"
"Hivep2","HIVEP2"
"Hk1","HK1"
"Hk2","HK2"
"Tfb2m","TFB2M"
"Hlx","HLX"
"Mnx1","MNX1"
"Hmbs","HMBS"
"Hmgb1","HMGB1"
"Hmgn1","HMGN1"
"Hmgn2","HMGN2"
"Hmg20b","HMG20B"
"Hmgb3","HMGB3"
"Hmgcl","HMGCL"
"Hmgcr","HMGCR"
"Hmgcs2","HMGCS2"
"Hmga1","HMGA1"
"Hmga2","HMGA2"
"Hmmr","HMMR"
"Hmox1","HMOX1"
"Hmox2","HMOX2"
"Nr4a1","NR4A1"
"Hmx1","HMX1"
"Hmx2","HMX2"
"Hmx3","HMX3"
"Jpt1","JPT1"
"Foxa1","FOXA1"
"Foxa2","FOXA2"
"Foxa3","FOXA3"
"Hnf4a","HNF4A"
"Onecut1","ONECUT1"
"Hnrnpc","HNRNPC"
"Hnrnpa1","HNRNPA1"
"Hnrnpab","HNRNPAB"
"Hnrnpk","HNRNPK"
"Hnrnpl","HNRNPL"
"Hoxa1","HOXA1"
"Hoxa10","HOXA10"
"Hoxa11","HOXA11"
"Hoxa11os","HOXA11-AS"
"Hoxa13","HOXA13"
"Hoxa2","HOXA2"
"Hoxa3","HOXA3"
"Hoxa4","HOXA4"
"Hoxa5","HOXA5"
"Hoxa6","HOXA6"
"Hoxa7","HOXA7"
"Hoxa9","HOXA9"
"Hoxb1","HOXB1"
"Hoxb13","HOXB13"
"Hoxb3","HOXB3"
"Hoxb4","HOXB4"
"Hoxb5","HOXB5"
"Hoxb6","HOXB6"
"Hoxb7","HOXB7"
"Hoxb8","HOXB8"
"Hoxb9","HOXB9"
"Hoxc12","HOXC12"
"Hoxc13","HOXC13"
"Hoxc4","HOXC4"
"Hoxc5","HOXC5"
"Hoxc6","HOXC6"
"Hoxc8","HOXC8"
"Hoxc9","HOXC9"
"Hoxd1","HOXD1"
"Hoxd10","HOXD10"
"Hoxd11","HOXD11"
"Hoxd12","HOXD12"
"Hoxd13","HOXD13"
"Hoxd3","HOXD3"
"Hoxd4","HOXD4"
"Hoxd8","HOXD8"
"Hoxd9","HOXD9"
"Hp","HP"
"Hp1bp3","HP1BP3"
"Hpse","HPSE"
"Hpca","HPCA"
"Hpd","HPD"
"Hpgd","HPGD"
"Lipc","LIPC"
"Hpn","HPN"
"Hprt1","HPRT1"
"Hpx","HPX"
"Hr","HR"
"Hras","HRAS"
"Agfg1","AGFG1"
"Hrc","HRC"
"Hrh1","HRH1"
"Hrh2","HRH2"
"Eif2ak1","EIF2AK1"
"Prmt2","PRMT2"
"Prmt1","PRMT1"
"Rida","RIDA"
"Hs3st1","HS3ST1"
"Hs3st3a1","HS3ST3A1"
"Hspa8","HSPA8"
"Hspa1l","HSPA1L"
"Hsd11b1","HSD11B1"
"Hsd11b2","HSD11B2"
"Hsd17b1","HSD17B1"
"Hsd17b2","HSD17B2"
"Hsd17b3","HSD17B3"
"Hsd17b4","HSD17B4"
"Hsd17b7","HSD17B7"
"Hsd3b1","HSD3B2"
"Hsd3b2","HSD3B1"
"Hsd3b3","HSD3B1"
"Hsd3b4","HSD3B1"
"Hsd3b5","HSD3B1"
"Hsd3b6","HSD3B2"
"Hsf1","HSF1"
"Hsf2","HSF2"
"Dnaja1","DNAJA1"
"Dnajb3","DNAJB3"
"Hsph1","HSPH1"
"Hspb1","HSPB1"
"Hspd1","HSPD1"
"Hspa1b","HSPA1A"
"Hspa2","HSPA2"
"Hsp90ab1","HSP90AB1"
"Hsp90aa1","HSP90AA1"
"Hspa4","HSPA4"
"Hspa9","HSPA9"
